Interval,GMTIntervalEnd,MOA,Cleared Demand Bid,Cleared Virtual Bid,Cleared Virtual Offer
01/07/2026 01:00:00,01/07/2026 07:00:00,CSWS,,295.069,320.475
01/07/2026 01:00:00,01/07/2026 07:00:00,EDE,,139.659,95.546
01/07/2026 01:00:00,01/07/2026 07:00:00,GRDA,,72.783,27.234
01/07/2026 01:00:00,01/07/2026 07:00:00,INDN,,23.027,10.600
01/07/2026 01:00:00,01/07/2026 07:00:00,KACY,,124.400,102.900
01/07/2026 01:00:00,01/07/2026 07:00:00,KCPL,,96.864,348.536
01/07/2026 01:00:00,01/07/2026 07:00:00,LES,,72.351,157.954
01/07/2026 01:00:00,01/07/2026 07:00:00,MPS,,185.486,699.753
01/07/2026 01:00:00,01/07/2026 07:00:00,NPPD,,339.531,392.057
01/07/2026 01:00:00,01/07/2026 07:00:00,OKGE,,358.388,799.151
01/07/2026 01:00:00,01/07/2026 07:00:00,OPPD,,256.008,66.267
01/07/2026 01:00:00,01/07/2026 07:00:00,SECI,,56.037,758.583
01/07/2026 01:00:00,01/07/2026 07:00:00,SPRM,,124.696,0.549
01/07/2026 01:00:00,01/07/2026 07:00:00,SPS,,285.844,463.998
01/07/2026 01:00:00,01/07/2026 07:00:00,WAUE,,926.902,1250.914
01/07/2026 01:00:00,01/07/2026 07:00:00,WFEC,,164.284,222.894
01/07/2026 01:00:00,01/07/2026 07:00:00,WR,,299.917,1013.752
01/07/2026 02:00:00,01/07/2026 08:00:00,CSWS,,322.344,286.797
01/07/2026 02:00:00,01/07/2026 08:00:00,EDE,,168.426,96.812
01/07/2026 02:00:00,01/07/2026 08:00:00,GRDA,,71.278,25.750
01/07/2026 02:00:00,01/07/2026 08:00:00,INDN,,29.089,8.000
01/07/2026 02:00:00,01/07/2026 08:00:00,KACY,,104.700,129.000
01/07/2026 02:00:00,01/07/2026 08:00:00,KCPL,,100.682,402.222
01/07/2026 02:00:00,01/07/2026 08:00:00,LES,,70.095,160.129
01/07/2026 02:00:00,01/07/2026 08:00:00,MPS,,186.064,699.784
01/07/2026 02:00:00,01/07/2026 08:00:00,NPPD,,333.831,365.195
01/07/2026 02:00:00,01/07/2026 08:00:00,OKGE,,409.264,871.024
01/07/2026 02:00:00,01/07/2026 08:00:00,OPPD,,270.653,68.848
01/07/2026 02:00:00,01/07/2026 08:00:00,SECI,,45.007,787.541
01/07/2026 02:00:00,01/07/2026 08:00:00,SPRM,,113.045,2.284
01/07/2026 02:00:00,01/07/2026 08:00:00,SPS,,248.520,413.371
01/07/2026 02:00:00,01/07/2026 08:00:00,WAUE,,779.799,1301.677
01/07/2026 02:00:00,01/07/2026 08:00:00,WFEC,,147.149,214.883
01/07/2026 02:00:00,01/07/2026 08:00:00,WR,,357.696,1061.613
01/07/2026 03:00:00,01/07/2026 09:00:00,CSWS,,300.759,287.507
01/07/2026 03:00:00,01/07/2026 09:00:00,EDE,,160.611,81.036
01/07/2026 03:00:00,01/07/2026 09:00:00,GRDA,,69.166,30.672
01/07/2026 03:00:00,01/07/2026 09:00:00,INDN,,10.989,10.200
01/07/2026 03:00:00,01/07/2026 09:00:00,KACY,,202.117,2.600
01/07/2026 03:00:00,01/07/2026 09:00:00,KCPL,,88.714,488.335
01/07/2026 03:00:00,01/07/2026 09:00:00,LES,,80.753,181.405
01/07/2026 03:00:00,01/07/2026 09:00:00,MPS,,184.355,864.687
01/07/2026 03:00:00,01/07/2026 09:00:00,NPPD,,279.665,639.967
01/07/2026 03:00:00,01/07/2026 09:00:00,OKGE,,481.902,1222.633
01/07/2026 03:00:00,01/07/2026 09:00:00,OPPD,,237.055,126.905
01/07/2026 03:00:00,01/07/2026 09:00:00,SECI,,42.413,871.839
01/07/2026 03:00:00,01/07/2026 09:00:00,SPRM,,127.756,0.578
01/07/2026 03:00:00,01/07/2026 09:00:00,SPS,,200.464,347.541
01/07/2026 03:00:00,01/07/2026 09:00:00,WAUE,,566.415,1259.629
01/07/2026 03:00:00,01/07/2026 09:00:00,WFEC,,115.169,331.859
01/07/2026 03:00:00,01/07/2026 09:00:00,WR,,335.044,1289.842
01/07/2026 04:00:00,01/07/2026 10:00:00,CSWS,,275.269,265.752
01/07/2026 04:00:00,01/07/2026 10:00:00,EDE,,216.058,263.868
01/07/2026 04:00:00,01/07/2026 10:00:00,GRDA,,81.743,52.408
01/07/2026 04:00:00,01/07/2026 10:00:00,INDN,,9.389,31.697
01/07/2026 04:00:00,01/07/2026 10:00:00,KACY,,303.293,174.900
01/07/2026 04:00:00,01/07/2026 10:00:00,KCPL,,82.413,610.643
01/07/2026 04:00:00,01/07/2026 10:00:00,LES,,63.982,186.155
01/07/2026 04:00:00,01/07/2026 10:00:00,MPS,,183.556,895.711
01/07/2026 04:00:00,01/07/2026 10:00:00,NPPD,,295.127,650.248
01/07/2026 04:00:00,01/07/2026 10:00:00,OKGE,,497.113,1263.927
01/07/2026 04:00:00,01/07/2026 10:00:00,OPPD,,229.521,161.499
01/07/2026 04:00:00,01/07/2026 10:00:00,SECI,,41.709,935.465
01/07/2026 04:00:00,01/07/2026 10:00:00,SPRM,,153.701,0.543
01/07/2026 04:00:00,01/07/2026 10:00:00,SPS,,202.176,319.852
01/07/2026 04:00:00,01/07/2026 10:00:00,WAUE,,717.485,1303.423
01/07/2026 04:00:00,01/07/2026 10:00:00,WFEC,,103.037,240.022
01/07/2026 04:00:00,01/07/2026 10:00:00,WR,,344.245,1528.866
01/07/2026 05:00:00,01/07/2026 11:00:00,CSWS,,309.634,376.401
01/07/2026 05:00:00,01/07/2026 11:00:00,EDE,,255.853,265.671
01/07/2026 05:00:00,01/07/2026 11:00:00,GRDA,,85.314,75.499
01/07/2026 05:00:00,01/07/2026 11:00:00,INDN,,14.100,51.170
01/07/2026 05:00:00,01/07/2026 11:00:00,KACY,,263.372,140.600
01/07/2026 05:00:00,01/07/2026 11:00:00,KCPL,,89.973,747.126
01/07/2026 05:00:00,01/07/2026 11:00:00,LES,,72.920,200.176
01/07/2026 05:00:00,01/07/2026 11:00:00,MPS,,185.513,994.023
01/07/2026 05:00:00,01/07/2026 11:00:00,NPPD,,294.735,562.725
01/07/2026 05:00:00,01/07/2026 11:00:00,OKGE,,577.620,1339.272
01/07/2026 05:00:00,01/07/2026 11:00:00,OPPD,,164.211,168.554
01/07/2026 05:00:00,01/07/2026 11:00:00,SECI,,41.838,944.322
01/07/2026 05:00:00,01/07/2026 11:00:00,SPRM,,169.828,0.509
01/07/2026 05:00:00,01/07/2026 11:00:00,SPS,,257.862,296.904
01/07/2026 05:00:00,01/07/2026 11:00:00,WAUE,,829.063,1280.724
01/07/2026 05:00:00,01/07/2026 11:00:00,WFEC,,119.339,390.891
01/07/2026 05:00:00,01/07/2026 11:00:00,WR,,379.954,1463.794
01/07/2026 06:00:00,01/07/2026 12:00:00,CSWS,,282.343,408.790
01/07/2026 06:00:00,01/07/2026 12:00:00,EDE,,330.922,326.079
01/07/2026 06:00:00,01/07/2026 12:00:00,GRDA,,108.350,125.794
01/07/2026 06:00:00,01/07/2026 12:00:00,INDN,,10.000,48.370
01/07/2026 06:00:00,01/07/2026 12:00:00,KACY,,89.971,58.300
01/07/2026 06:00:00,01/07/2026 12:00:00,KCPL,,122.426,617.667
01/07/2026 06:00:00,01/07/2026 12:00:00,LES,,56.874,51.192
01/07/2026 06:00:00,01/07/2026 12:00:00,MPS,,251.628,950.060
01/07/2026 06:00:00,01/07/2026 12:00:00,NPPD,,248.234,555.552
01/07/2026 06:00:00,01/07/2026 12:00:00,OKGE,,605.773,1523.150
01/07/2026 06:00:00,01/07/2026 12:00:00,OPPD,,134.432,161.464
01/07/2026 06:00:00,01/07/2026 12:00:00,SECI,,53.975,907.920
