Interval,GMTIntervalEnd,MOA,Cleared Demand Bid,Cleared Virtual Bid,Cleared Virtual Offer
01/05/2026 01:00:00,01/05/2026 07:00:00,CSWS,,430.205,737.030
01/05/2026 01:00:00,01/05/2026 07:00:00,EDE,,495.864,550.801
01/05/2026 01:00:00,01/05/2026 07:00:00,GRDA,,143.099,434.726
01/05/2026 01:00:00,01/05/2026 07:00:00,INDN,,11.100,97.300
01/05/2026 01:00:00,01/05/2026 07:00:00,KACY,,52.896,116.400
01/05/2026 01:00:00,01/05/2026 07:00:00,KCPL,,180.296,670.088
01/05/2026 01:00:00,01/05/2026 07:00:00,LES,,28.143,46.271
01/05/2026 01:00:00,01/05/2026 07:00:00,MPS,,55.504,473.630
01/05/2026 01:00:00,01/05/2026 07:00:00,NPPD,,480.265,452.082
01/05/2026 01:00:00,01/05/2026 07:00:00,OKGE,,863.374,2874.576
01/05/2026 01:00:00,01/05/2026 07:00:00,OPPD,,486.422,142.471
01/05/2026 01:00:00,01/05/2026 07:00:00,SECI,,52.740,727.806
01/05/2026 01:00:00,01/05/2026 07:00:00,SPRM,,153.200,86.724
01/05/2026 01:00:00,01/05/2026 07:00:00,SPS,,153.215,366.606
01/05/2026 01:00:00,01/05/2026 07:00:00,WAUE,,813.960,251.687
01/05/2026 01:00:00,01/05/2026 07:00:00,WFEC,,79.275,595.252
01/05/2026 01:00:00,01/05/2026 07:00:00,WR,,313.441,1741.628
01/05/2026 02:00:00,01/05/2026 08:00:00,CSWS,,441.969,839.732
01/05/2026 02:00:00,01/05/2026 08:00:00,EDE,,484.757,546.457
01/05/2026 02:00:00,01/05/2026 08:00:00,GRDA,,124.855,172.404
01/05/2026 02:00:00,01/05/2026 08:00:00,INDN,,9.835,36.800
01/05/2026 02:00:00,01/05/2026 08:00:00,KACY,,40.443,16.900
01/05/2026 02:00:00,01/05/2026 08:00:00,KCPL,,174.189,853.545
01/05/2026 02:00:00,01/05/2026 08:00:00,LES,,55.710,20.492
01/05/2026 02:00:00,01/05/2026 08:00:00,MPS,,84.186,581.853
01/05/2026 02:00:00,01/05/2026 08:00:00,NPPD,,381.094,477.924
01/05/2026 02:00:00,01/05/2026 08:00:00,OKGE,,758.319,3388.549
01/05/2026 02:00:00,01/05/2026 08:00:00,OPPD,,551.102,119.510
01/05/2026 02:00:00,01/05/2026 08:00:00,SECI,,44.092,728.740
01/05/2026 02:00:00,01/05/2026 08:00:00,SPRM,,136.500,56.144
01/05/2026 02:00:00,01/05/2026 08:00:00,SPS,,151.401,315.879
01/05/2026 02:00:00,01/05/2026 08:00:00,WAUE,,1041.940,279.181
01/05/2026 02:00:00,01/05/2026 08:00:00,WFEC,,81.770,639.583
01/05/2026 02:00:00,01/05/2026 08:00:00,WR,,356.324,1680.627
01/05/2026 03:00:00,01/05/2026 09:00:00,CSWS,,493.118,899.030
01/05/2026 03:00:00,01/05/2026 09:00:00,EDE,,477.548,641.355
01/05/2026 03:00:00,01/05/2026 09:00:00,GRDA,,109.640,166.707
01/05/2026 03:00:00,01/05/2026 09:00:00,INDN,,12.935,27.537
01/05/2026 03:00:00,01/05/2026 09:00:00,KACY,,52.015,11.100
01/05/2026 03:00:00,01/05/2026 09:00:00,KCPL,,178.351,713.788
01/05/2026 03:00:00,01/05/2026 09:00:00,LES,,50.526,16.685
01/05/2026 03:00:00,01/05/2026 09:00:00,MPS,,84.120,716.806
01/05/2026 03:00:00,01/05/2026 09:00:00,NPPD,,430.864,446.852
01/05/2026 03:00:00,01/05/2026 09:00:00,OKGE,,822.471,3487.194
01/05/2026 03:00:00,01/05/2026 09:00:00,OPPD,,456.560,67.744
01/05/2026 03:00:00,01/05/2026 09:00:00,SECI,,37.164,629.072
01/05/2026 03:00:00,01/05/2026 09:00:00,SPRM,,170.900,7.500
01/05/2026 03:00:00,01/05/2026 09:00:00,SPS,,143.870,266.778
01/05/2026 03:00:00,01/05/2026 09:00:00,WAUE,,924.265,344.287
01/05/2026 03:00:00,01/05/2026 09:00:00,WFEC,,83.349,696.870
01/05/2026 03:00:00,01/05/2026 09:00:00,WR,,455.111,1650.838
01/05/2026 04:00:00,01/05/2026 10:00:00,CSWS,,502.773,857.040
01/05/2026 04:00:00,01/05/2026 10:00:00,EDE,,476.846,630.551
01/05/2026 04:00:00,01/05/2026 10:00:00,GRDA,,115.154,167.550
01/05/2026 04:00:00,01/05/2026 10:00:00,INDN,,14.935,44.200
01/05/2026 04:00:00,01/05/2026 10:00:00,KACY,,44.955,9.800
01/05/2026 04:00:00,01/05/2026 10:00:00,KCPL,,181.698,682.698
