Interval,GMTIntervalEnd,MOA,Cleared Demand Bid,Cleared Virtual Bid,Cleared Virtual Offer
01/27/2026 01:00:00,01/27/2026 07:00:00,CSWS,,168.458,322.919
01/27/2026 01:00:00,01/27/2026 07:00:00,EDE,,338.054,124.890
01/27/2026 01:00:00,01/27/2026 07:00:00,GRDA,,13.337,24.354
01/27/2026 01:00:00,01/27/2026 07:00:00,INDN,,10.700,35.300
01/27/2026 01:00:00,01/27/2026 07:00:00,KACY,,53.959,162.900
01/27/2026 01:00:00,01/27/2026 07:00:00,KCPL,,129.725,202.294
01/27/2026 01:00:00,01/27/2026 07:00:00,LES,,10.799,38.609
01/27/2026 01:00:00,01/27/2026 07:00:00,MPS,,132.078,157.476
01/27/2026 01:00:00,01/27/2026 07:00:00,NPPD,,168.511,165.831
01/27/2026 01:00:00,01/27/2026 07:00:00,OKGE,,264.681,724.549
01/27/2026 01:00:00,01/27/2026 07:00:00,OPPD,,85.151,93.087
01/27/2026 01:00:00,01/27/2026 07:00:00,SECI,,95.199,197.110
01/27/2026 01:00:00,01/27/2026 07:00:00,SPRM,,377.746,3.000
01/27/2026 01:00:00,01/27/2026 07:00:00,SPS,,39.430,870.817
01/27/2026 01:00:00,01/27/2026 07:00:00,WAUE,,6.115,344.545
01/27/2026 01:00:00,01/27/2026 07:00:00,WFEC,,69.209,175.247
01/27/2026 01:00:00,01/27/2026 07:00:00,WR,,253.590,326.822
01/27/2026 02:00:00,01/27/2026 08:00:00,CSWS,,178.801,320.755
01/27/2026 02:00:00,01/27/2026 08:00:00,EDE,,339.014,114.240
01/27/2026 02:00:00,01/27/2026 08:00:00,GRDA,,12.882,20.806
01/27/2026 02:00:00,01/27/2026 08:00:00,INDN,,11.800,11.100
01/27/2026 02:00:00,01/27/2026 08:00:00,KACY,,52.608,155.500
01/27/2026 02:00:00,01/27/2026 08:00:00,KCPL,,130.867,218.153
01/27/2026 02:00:00,01/27/2026 08:00:00,LES,,10.508,34.688
01/27/2026 02:00:00,01/27/2026 08:00:00,MPS,,133.575,164.464
01/27/2026 02:00:00,01/27/2026 08:00:00,NPPD,,145.464,174.858
01/27/2026 02:00:00,01/27/2026 08:00:00,OKGE,,257.426,631.147
01/27/2026 02:00:00,01/27/2026 08:00:00,OPPD,,77.294,93.867
01/27/2026 02:00:00,01/27/2026 08:00:00,SECI,,39.497,156.669
01/27/2026 02:00:00,01/27/2026 08:00:00,SPRM,,378.117,3.000
01/27/2026 02:00:00,01/27/2026 08:00:00,SPS,,53.552,839.764
01/27/2026 02:00:00,01/27/2026 08:00:00,WAUE,,10.250,311.337
01/27/2026 02:00:00,01/27/2026 08:00:00,WFEC,,65.214,143.836
01/27/2026 02:00:00,01/27/2026 08:00:00,WR,,253.509,315.207
01/27/2026 03:00:00,01/27/2026 09:00:00,CSWS,,127.876,312.757
01/27/2026 03:00:00,01/27/2026 09:00:00,EDE,,334.450,116.555
01/27/2026 03:00:00,01/27/2026 09:00:00,GRDA,,14.880,145.166
01/27/2026 03:00:00,01/27/2026 09:00:00,INDN,,13.400,3.400
01/27/2026 03:00:00,01/27/2026 09:00:00,KACY,,37.206,120.700
01/27/2026 03:00:00,01/27/2026 09:00:00,KCPL,,109.235,204.067
01/27/2026 03:00:00,01/27/2026 09:00:00,LES,,19.307,35.235
01/27/2026 03:00:00,01/27/2026 09:00:00,MPS,,137.657,157.838
01/27/2026 03:00:00,01/27/2026 09:00:00,NPPD,,134.501,169.718
01/27/2026 03:00:00,01/27/2026 09:00:00,OKGE,,354.098,651.790
01/27/2026 03:00:00,01/27/2026 09:00:00,OPPD,,93.992,93.222
01/27/2026 03:00:00,01/27/2026 09:00:00,SECI,,17.372,168.466
01/27/2026 03:00:00,01/27/2026 09:00:00,SPRM,,332.041,3.000
01/27/2026 03:00:00,01/27/2026 09:00:00,SPS,,37.724,713.093
01/27/2026 03:00:00,01/27/2026 09:00:00,WAUE,,44.650,357.526
01/27/2026 03:00:00,01/27/2026 09:00:00,WFEC,,61.212,115.932
01/27/2026 03:00:00,01/27/2026 09:00:00,WR,,230.104,306.764
01/27/2026 04:00:00,01/27/2026 10:00:00,CSWS,,179.763,307.217
01/27/2026 04:00:00,01/27/2026 10:00:00,EDE,,328.155,108.325
01/27/2026 04:00:00,01/27/2026 10:00:00,GRDA,,29.479,167.019
01/27/2026 04:00:00,01/27/2026 10:00:00,INDN,,13.700,10.300
01/27/2026 04:00:00,01/27/2026 10:00:00,KACY,,36.730,73.200
01/27/2026 04:00:00,01/27/2026 10:00:00,KCPL,,106.414,176.173
01/27/2026 04:00:00,01/27/2026 10:00:00,LES,,9.785,35.096
01/27/2026 04:00:00,01/27/2026 10:00:00,MPS,,136.608,140.695
01/27/2026 04:00:00,01/27/2026 10:00:00,NPPD,,110.823,155.557
01/27/2026 04:00:00,01/27/2026 10:00:00,OKGE,,231.510,684.446
01/27/2026 04:00:00,01/27/2026 10:00:00,OPPD,,95.492,91.585
01/27/2026 04:00:00,01/27/2026 10:00:00,SECI,,8.705,147.531
01/27/2026 04:00:00,01/27/2026 10:00:00,SPRM,,336.254,3.000
01/27/2026 04:00:00,01/27/2026 10:00:00,SPS,,16.579,731.380
01/27/2026 04:00:00,01/27/2026 10:00:00,WAUE,,7.100,297.401
01/27/2026 04:00:00,01/27/2026 10:00:00,WFEC,,58.060,105.565
01/27/2026 04:00:00,01/27/2026 10:00:00,WR,,231.807,275.227
01/27/2026 05:00:00,01/27/2026 11:00:00,CSWS,,176.352,359.329
01/27/2026 05:00:00,01/27/2026 11:00:00,EDE,,175.797,98.067
01/27/2026 05:00:00,01/27/2026 11:00:00,GRDA,,13.741,277.362
01/27/2026 05:00:00,01/27/2026 11:00:00,INDN,,16.200,9.500
01/27/2026 05:00:00,01/27/2026 11:00:00,KACY,,9.069,12.200
01/27/2026 05:00:00,01/27/2026 11:00:00,KCPL,,102.353,156.140
01/27/2026 05:00:00,01/27/2026 11:00:00,LES,,29.860,36.237
01/27/2026 05:00:00,01/27/2026 11:00:00,MPS,,101.301,132.067
01/27/2026 05:00:00,01/27/2026 11:00:00,NPPD,,102.591,125.956
01/27/2026 05:00:00,01/27/2026 11:00:00,OKGE,,216.821,713.109
01/27/2026 05:00:00,01/27/2026 11:00:00,OPPD,,67.016,93.826
01/27/2026 05:00:00,01/27/2026 11:00:00,SECI,,13.689,128.187
01/27/2026 05:00:00,01/27/2026 11:00:00,SPRM,,279.802,3.000
01/27/2026 05:00:00,01/27/2026 11:00:00,SPS,,39.179,566.838
01/27/2026 05:00:00,01/27/2026 11:00:00,WAUE,,48.900,228.146
01/27/2026 05:00:00,01/27/2026 11:00:00,WFEC,,59.629,166.842
01/27/2026 05:00:00,01/27/2026 11:00:00,WR,,227.400,259.785
01/27/2026 06:00:00,01/27/2026 12:00:00,CSWS,,182.354,275.415
01/27/2026 06:00:00,01/27/2026 12:00:00,EDE,,199.755,91.051
01/27/2026 06:00:00,01/27/2026 12:00:00,GRDA,,12.881,65.571
01/27/2026 06:00:00,01/27/2026 12:00:00,INDN,,15.112,6.200
01/27/2026 06:00:00,01/27/2026 12:00:00,KACY,,13.285,139.600
01/27/2026 06:00:00,01/27/2026 12:00:00,KCPL,,113.625,120.312
01/27/2026 06:00:00,01/27/2026 12:00:00,LES,,7.458,36.824
01/27/2026 06:00:00,01/27/2026 12:00:00,MPS,,104.368,104.134
01/27/2026 06:00:00,01/27/2026 12:00:00,NPPD,,73.675,139.282
01/27/2026 06:00:00,01/27/2026 12:00:00,OKGE,,209.151,482.546
01/27/2026 06:00:00,01/27/2026 12:00:00,OPPD,,43.967,96.590
01/27/2026 06:00:00,01/27/2026 12:00:00,SECI,,7.147,72.247
01/27/2026 06:00:00,01/27/2026 12:00:00,SPRM,,321.821,3.000
01/27/2026 06:00:00,01/27/2026 12:00:00,SPS,,16.199,593.462
01/27/2026 06:00:00,01/27/2026 12:00:00,WAUE,,8.700,211.528
01/27/2026 06:00:00,01/27/2026 12:00:00,WFEC,,62.867,130.436
01/27/2026 06:00:00,01/27/2026 12:00:00,WR,,186.380,213.614
01/27/2026 07:00:00,01/27/2026 13:00:00,CSWS,,140.410,256.988
01/27/2026 07:00:00,01/27/2026 13:00:00,EDE,,143.356,72.181
01/27/2026 07:00:00,01/27/2026 13:00:00,GRDA,,11.598,18.765
01/27/2026 07:00:00,01/27/2026 13:00:00,INDN,,2.830,8.000
01/27/2026 07:00:00,01/27/2026 13:00:00,KACY,,12.740,116.200
01/27/2026 07:00:00,01/27/2026 13:00:00,KCPL,,56.572,73.148
01/27/2026 07:00:00,01/27/2026 13:00:00,LES,,6.341,26.233
01/27/2026 07:00:00,01/27/2026 13:00:00,MPS,,20.865,118.444
01/27/2026 07:00:00,01/27/2026 13:00:00,NPPD,,61.336,133.134
01/27/2026 07:00:00,01/27/2026 13:00:00,OKGE,,98.181,473.576
01/27/2026 07:00:00,01/27/2026 13:00:00,OPPD,,39.103,123.213
01/27/2026 07:00:00,01/27/2026 13:00:00,SECI,,6.705,89.616
01/27/2026 07:00:00,01/27/2026 13:00:00,SPRM,,207.501,4.600
01/27/2026 07:00:00,01/27/2026 13:00:00,SPS,,37.456,338.490
01/27/2026 07:00:00,01/27/2026 13:00:00,WAUE,,24.310,273.922
01/27/2026 07:00:00,01/27/2026 13:00:00,WFEC,,20.897,144.710
01/27/2026 07:00:00,01/27/2026 13:00:00,WR,,191.554,188.751
01/27/2026 08:00:00,01/27/2026 14:00:00,CSWS,,113.148,325.367
01/27/2026 08:00:00,01/27/2026 14:00:00,EDE,,121.217,72.586
01/27/2026 08:00:00,01/27/2026 14:00:00,GRDA,,10.476,19.187
01/27/2026 08:00:00,01/27/2026 14:00:00,INDN,,1.044,7.400
01/27/2026 08:00:00,01/27/2026 14:00:00,KACY,,7.740,77.600
01/27/2026 08:00:00,01/27/2026 14:00:00,KCPL,,28.552,133.079
01/27/2026 08:00:00,01/27/2026 14:00:00,LES,,18.581,28.734
01/27/2026 08:00:00,01/27/2026 14:00:00,MPS,,89.397,128.498
01/27/2026 08:00:00,01/27/2026 14:00:00,NPPD,,51.130,100.583
01/27/2026 08:00:00,01/27/2026 14:00:00,OKGE,,78.143,442.292
01/27/2026 08:00:00,01/27/2026 14:00:00,OPPD,,57.080,110.092
01/27/2026 08:00:00,01/27/2026 14:00:00,SECI,,2.018,74.268
01/27/2026 08:00:00,01/27/2026 14:00:00,SPRM,,149.967,5.600
01/27/2026 08:00:00,01/27/2026 14:00:00,SPS,,41.848,603.527
01/27/2026 08:00:00,01/27/2026 14:00:00,WAUE,,13.700,235.459
01/27/2026 08:00:00,01/27/2026 14:00:00,WFEC,,16.482,177.441
01/27/2026 08:00:00,01/27/2026 14:00:00,WR,,124.401,164.466
01/27/2026 09:00:00,01/27/2026 15:00:00,CSWS,,81.393,251.846
01/27/2026 09:00:00,01/27/2026 15:00:00,EDE,,93.371,48.542
01/27/2026 09:00:00,01/27/2026 15:00:00,GRDA,,9.991,73.071
01/27/2026 09:00:00,01/27/2026 15:00:00,INDN,,0.654,1.400
01/27/2026 09:00:00,01/27/2026 15:00:00,KACY,,6.740,120.600
01/27/2026 09:00:00,01/27/2026 15:00:00,KCPL,,25.008,121.138
01/27/2026 09:00:00,01/27/2026 15:00:00,LES,,5.457,44.694
01/27/2026 09:00:00,01/27/2026 15:00:00,MPS,,95.060,96.964
01/27/2026 09:00:00,01/27/2026 15:00:00,NPPD,,34.089,98.993
01/27/2026 09:00:00,01/27/2026 15:00:00,OKGE,,84.243,499.696
01/27/2026 09:00:00,01/27/2026 15:00:00,OPPD,,39.265,68.253
01/27/2026 09:00:00,01/27/2026 15:00:00,SECI,,2.710,119.344
01/27/2026 09:00:00,01/27/2026 15:00:00,SPRM,,153.648,6.600
01/27/2026 09:00:00,01/27/2026 15:00:00,SPS,,52.916,451.075
01/27/2026 09:00:00,01/27/2026 15:00:00,WAUE,,2.000,113.167
01/27/2026 09:00:00,01/27/2026 15:00:00,WFEC,,10.709,285.565
01/27/2026 09:00:00,01/27/2026 15:00:00,WR,,56.064,166.539
01/27/2026 10:00:00,01/27/2026 16:00:00,CSWS,,56.145,130.695
01/27/2026 10:00:00,01/27/2026 16:00:00,EDE,,22.989,81.251
01/27/2026 10:00:00,01/27/2026 16:00:00,GRDA,,0.475,141.314
01/27/2026 10:00:00,01/27/2026 16:00:00,INDN,,0.619,1.600
01/27/2026 10:00:00,01/27/2026 16:00:00,KACY,,6.740,28.800
01/27/2026 10:00:00,01/27/2026 16:00:00,KCPL,,40.887,83.753
01/27/2026 10:00:00,01/27/2026 16:00:00,LES,,4.634,32.090
01/27/2026 10:00:00,01/27/2026 16:00:00,MPS,,86.908,32.841
01/27/2026 10:00:00,01/27/2026 16:00:00,NPPD,,27.986,100.931
01/27/2026 10:00:00,01/27/2026 16:00:00,OKGE,,78.754,362.109
01/27/2026 10:00:00,01/27/2026 16:00:00,OPPD,,35.739,62.652
01/27/2026 10:00:00,01/27/2026 16:00:00,SECI,,1.715,74.536
01/27/2026 10:00:00,01/27/2026 16:00:00,SPRM,,83.591,18.100
01/27/2026 10:00:00,01/27/2026 16:00:00,SPS,,55.913,113.247
01/27/2026 10:00:00,01/27/2026 16:00:00,WAUE,,2.000,124.112
01/27/2026 10:00:00,01/27/2026 16:00:00,WFEC,,8.193,104.080
01/27/2026 10:00:00,01/27/2026 16:00:00,WR,,73.835,104.658
01/27/2026 11:00:00,01/27/2026 17:00:00,CSWS,,64.351,167.732
01/27/2026 11:00:00,01/27/2026 17:00:00,EDE,,14.600,56.233
01/27/2026 11:00:00,01/27/2026 17:00:00,GRDA,,0.637,57.081
01/27/2026 11:00:00,01/27/2026 17:00:00,INDN,,0.573,5.800
01/27/2026 11:00:00,01/27/2026 17:00:00,KACY,,4.440,12.600
01/27/2026 11:00:00,01/27/2026 17:00:00,KCPL,,36.652,93.286
01/27/2026 11:00:00,01/27/2026 17:00:00,LES,,3.597,30.758
01/27/2026 11:00:00,01/27/2026 17:00:00,MPS,,13.830,24.323
01/27/2026 11:00:00,01/27/2026 17:00:00,NPPD,,18.257,90.171
01/27/2026 11:00:00,01/27/2026 17:00:00,OKGE,,62.417,407.184
01/27/2026 11:00:00,01/27/2026 17:00:00,OPPD,,33.493,135.931
01/27/2026 11:00:00,01/27/2026 17:00:00,SECI,,1.476,98.908
01/27/2026 11:00:00,01/27/2026 17:00:00,SPRM,,75.594,8.900
01/27/2026 11:00:00,01/27/2026 17:00:00,SPS,,26.907,127.282
01/27/2026 11:00:00,01/27/2026 17:00:00,WAUE,,2.900,123.722
01/27/2026 11:00:00,01/27/2026 17:00:00,WFEC,,6.153,132.075
01/27/2026 11:00:00,01/27/2026 17:00:00,WR,,40.617,86.012
01/27/2026 12:00:00,01/27/2026 18:00:00,CSWS,,34.679,232.099
01/27/2026 12:00:00,01/27/2026 18:00:00,EDE,,14.100,48.384
01/27/2026 12:00:00,01/27/2026 18:00:00,GRDA,,0.627,300.375
01/27/2026 12:00:00,01/27/2026 18:00:00,INDN,,0.000,14.200
