Interval,GMTIntervalEnd,MOA,Cleared Demand Bid,Cleared Virtual Bid,Cleared Virtual Offer
01/23/2026 01:00:00,01/23/2026 07:00:00,CSWS,,257.461,150.725
01/23/2026 01:00:00,01/23/2026 07:00:00,EDE,,120.251,185.130
01/23/2026 01:00:00,01/23/2026 07:00:00,GRDA,,19.436,29.086
01/23/2026 01:00:00,01/23/2026 07:00:00,INDN,,5.700,14.479
01/23/2026 01:00:00,01/23/2026 07:00:00,KACY,,187.259,22.600
01/23/2026 01:00:00,01/23/2026 07:00:00,KCPL,,176.381,344.034
01/23/2026 01:00:00,01/23/2026 07:00:00,LES,,76.725,91.042
01/23/2026 01:00:00,01/23/2026 07:00:00,MPS,,52.108,125.092
01/23/2026 01:00:00,01/23/2026 07:00:00,NPPD,,333.088,292.511
01/23/2026 01:00:00,01/23/2026 07:00:00,OKGE,,308.854,678.402
01/23/2026 01:00:00,01/23/2026 07:00:00,OPPD,,443.870,132.057
01/23/2026 01:00:00,01/23/2026 07:00:00,SECI,,6.398,570.836
01/23/2026 01:00:00,01/23/2026 07:00:00,SPRM,,279.476,12.800
01/23/2026 01:00:00,01/23/2026 07:00:00,SPS,,172.209,170.353
01/23/2026 01:00:00,01/23/2026 07:00:00,WAUE,,615.422,422.773
01/23/2026 01:00:00,01/23/2026 07:00:00,WFEC,,75.056,161.490
01/23/2026 01:00:00,01/23/2026 07:00:00,WR,,304.093,879.159
01/23/2026 02:00:00,01/23/2026 08:00:00,CSWS,,262.169,170.892
01/23/2026 02:00:00,01/23/2026 08:00:00,EDE,,139.871,178.853
01/23/2026 02:00:00,01/23/2026 08:00:00,GRDA,,34.883,22.626
01/23/2026 02:00:00,01/23/2026 08:00:00,INDN,,17.900,19.857
01/23/2026 02:00:00,01/23/2026 08:00:00,KACY,,184.483,8.400
01/23/2026 02:00:00,01/23/2026 08:00:00,KCPL,,163.865,394.057
01/23/2026 02:00:00,01/23/2026 08:00:00,LES,,75.479,96.377
01/23/2026 02:00:00,01/23/2026 08:00:00,MPS,,47.734,126.046
01/23/2026 02:00:00,01/23/2026 08:00:00,NPPD,,305.978,300.380
01/23/2026 02:00:00,01/23/2026 08:00:00,OKGE,,312.136,765.158
01/23/2026 02:00:00,01/23/2026 08:00:00,OPPD,,432.143,130.785
01/23/2026 02:00:00,01/23/2026 08:00:00,SECI,,6.235,568.691
01/23/2026 02:00:00,01/23/2026 08:00:00,SPRM,,213.309,12.600
01/23/2026 02:00:00,01/23/2026 08:00:00,SPS,,214.574,171.302
01/23/2026 02:00:00,01/23/2026 08:00:00,WAUE,,585.753,419.643
01/23/2026 02:00:00,01/23/2026 08:00:00,WFEC,,65.645,190.935
01/23/2026 02:00:00,01/23/2026 08:00:00,WR,,341.840,979.660
01/23/2026 03:00:00,01/23/2026 09:00:00,CSWS,,277.388,181.915
01/23/2026 03:00:00,01/23/2026 09:00:00,EDE,,160.277,180.243
01/23/2026 03:00:00,01/23/2026 09:00:00,GRDA,,30.070,30.210
01/23/2026 03:00:00,01/23/2026 09:00:00,INDN,,19.900,14.000
01/23/2026 03:00:00,01/23/2026 09:00:00,KACY,,185.101,7.600
01/23/2026 03:00:00,01/23/2026 09:00:00,KCPL,,178.062,456.016
01/23/2026 03:00:00,01/23/2026 09:00:00,LES,,75.940,84.042
01/23/2026 03:00:00,01/23/2026 09:00:00,MPS,,38.532,154.746
01/23/2026 03:00:00,01/23/2026 09:00:00,NPPD,,396.626,234.582
01/23/2026 03:00:00,01/23/2026 09:00:00,OKGE,,336.310,979.319
01/23/2026 03:00:00,01/23/2026 09:00:00,OPPD,,423.874,38.961
01/23/2026 03:00:00,01/23/2026 09:00:00,SECI,,18.459,640.860
01/23/2026 03:00:00,01/23/2026 09:00:00,SPRM,,162.534,11.700
01/23/2026 03:00:00,01/23/2026 09:00:00,SPS,,277.810,136.863
01/23/2026 03:00:00,01/23/2026 09:00:00,WAUE,,530.579,426.786
