Interval,GMTIntervalEnd,Generation,Cleared DR, Cleared Demand Bid,Cleared Fixed Demand Bid,Cleared Virtual Bid, Cleared Virtual Offer,Total Demand,NSI,SMP,Min LMP,Max LMP,RegUP,RegDN,RampUP,RampDN,UncUP,Spin,Supp,Capacity Available, Fixed Obligation, Net Capacity, Curtailed Fixed Demand Bid
01/22/2026 01:00:00,01/22/2026 07:00:00,31407.642,0.000,27.700,31942.616,3126.158,4577.572,35096.5,97.588,23.672,-44.700,701.781,373,436,296,594,332,703,703,58861,32642,26219,0
01/22/2026 02:00:00,01/22/2026 08:00:00,31559.974,0.000,27.700,31813.634,3171.366,4538.948,35012.7,390.101,23.135,-40.463,152.172,377,399,363,351,484,700,703,59666,32659,27007,0
01/22/2026 03:00:00,01/22/2026 09:00:00,31831.284,0.000,27.700,31831.990,3515.428,4734.341,35375.1,495.146,23.037,-32.282,136.913,440,408,586,467,828,645,703,60394,32683,27711,0
01/22/2026 04:00:00,01/22/2026 10:00:00,32116.430,0.000,28.800,32163.212,3236.938,4486.237,35429.0,479.572,22.767,-19.911,139.014,393,415,581,352,1412,703,703,60669,33000,27669,0
01/22/2026 05:00:00,01/22/2026 11:00:00,33608.747,0.000,105.800,32808.954,3531.829,4119.015,36446.6,537.240,24.453,-11.511,128.898,417,394,744,216,2452,703,703,60832,33653,27179,0
01/22/2026 06:00:00,01/22/2026 12:00:00,35332.233,0.000,122.800,33991.144,4584.422,4562.236,38698.4,744.538,29.612,15.660,179.074,518,399,1049,200,1628,646,703,60602,34748,25854,0
01/22/2026 07:00:00,01/22/2026 13:00:00,39135.564,0.000,357.600,35833.498,5052.241,3809.411,41243.3,1086.110,38.141,18.100,397.629,508,415,1078,200,2655,703,703,60843,36626,24216,0
01/22/2026 08:00:00,01/22/2026 14:00:00,39974.351,0.000,270.500,37359.990,4916.408,4266.986,42546.9,1029.823,39.935,12.023,320.142,517,421,847,205,1709,699,703,60413,38169,22244,0
01/22/2026 09:00:00,01/22/2026 15:00:00,38854.169,0.000,295.700,36940.879,4568.484,4440.854,41805.1,809.640,35.425,-17.307,252.710,546,418,608,354,1958,633,703,59705,37549,22156,0
01/22/2026 10:00:00,01/22/2026 16:00:00,38025.669,62.400,362.400,36145.454,3853.353,3591.382,40361.2,392.645,46.890,0.065,206.508,670,432,750,207,1774,566,703,58000,36780,21220,0
01/22/2026 11:00:00,01/22/2026 17:00:00,35778.330,55.299,141.000,35449.707,3149.776,3950.900,38740.5,121.358,40.512,21.388,225.995,584,407,701,609,235,648,703,56390,35900,20491,0
01/22/2026 12:00:00,01/22/2026 18:00:00,34371.341,0.000,209.400,34738.936,3292.564,4959.350,38240.9,13.251,33.569,4.313,252.512,385,390,350,753,68,703,703,55900,35189,20711,0
01/22/2026 13:00:00,01/22/2026 19:00:00,33127.276,0.000,133.900,34062.817,3130.150,5188.032,37326.9,252.032,30.704,10.101,216.063,355,384,267,621,917,703,703,55418,34523,20895,0
01/22/2026 14:00:00,01/22/2026 20:00:00,32922.145,0.000,133.800,33488.855,3509.036,5230.310,37131.7,569.399,30.345,-15.438,262.183,362,373,304,503,800,703,703,55051,33982,21069,0
01/22/2026 15:00:00,01/22/2026 21:00:00,32765.577,0.000,131.500,33090.902,3386.080,4842.271,36608.5,447.920,30.058,-23.042,341.543,366,362,350,486,521,703,703,54942,33552,21390,0
01/22/2026 16:00:00,01/22/2026 22:00:00,32962.232,0.000,130.803,32917.164,3594.119,4603.993,36642.1,381.346,31.446,-21.023,747.792,365,344,411,328,956,703,703,54643,33266,21377,0
01/22/2026 17:00:00,01/22/2026 23:00:00,34694.002,67.700,93.900,33297.681,4072.151,3671.099,37463.7,537.150,39.767,-17.262,304.586,373,339,568,280,998,693,703,55297,33656,21641,0
01/22/2026 18:00:00,01/23/2026 00:00:00,36550.463,72.700,144.547,34350.662,4643.471,3803.982,39138.7,914.528,53.080,11.664,210.757,418,415,845,646,0,692,703,55883,35006,20877,0
01/22/2026 19:00:00,01/23/2026 01:00:00,36380.067,67.700,110.700,35375.691,4045.550,4627.915,39531.9,1298.032,43.549,1.790,218.883,446,561,223,867,0,675,703,56849,36232,20617,0
01/22/2026 20:00:00,01/23/2026 02:00:00,36345.164,46.471,110.000,35483.974,4644.456,5551.361,40238.4,1424.726,36.111,-24.329,294.739,469,593,200,771,0,641,703,59259,36309,22950,0
01/22/2026 21:00:00,01/23/2026 03:00:00,35088.669,0.000,109.900,35269.015,4831.094,6850.606,40210.0,1472.253,36.765,-133.175,408.966,437,531,200,673,0,678,703,60297,36146,24151,0
01/22/2026 22:00:00,01/23/2026 04:00:00,34193.375,0.000,108.500,34723.691,4928.845,7153.154,39761.0,1469.252,31.662,-113.862,351.531,431,499,200,653,0,686,703,60756,35449,25308,0
01/22/2026 23:00:00,01/23/2026 05:00:00,33027.714,0.000,28.200,33818.916,4903.059,7337.781,38750.2,1329.111,29.567,-144.527,384.737,475,507,200,748,0,641,703,61017,34550,26467,0
01/23/2026 00:00:00,01/23/2026 06:00:00,31988.121,0.000,27.800,33130.644,4864.126,7552.369,38022.6,1003.030,28.224,-168.448,445.186,540,504,280,627,322,575,703,61301,33741,27560,0
