Interval,GMTIntervalEnd,Generation,Cleared DR, Cleared Demand Bid,Cleared Fixed Demand Bid,Cleared Virtual Bid, Cleared Virtual Offer,Total Demand,NSI,SMP,Min LMP,Max LMP,RegUP,RegDN,RampUP,RampDN,UncUP,Spin,Supp,Capacity Available, Fixed Obligation, Net Capacity, Curtailed Fixed Demand Bid
01/18/2026 01:00:00,01/18/2026 07:00:00,37105.698,9.300,32.200,35940.415,5084.111,5101.625,41056.7,-40.807,31.602,-80.499,121.373,441,722,200,1147,0,665,703,58829,36026,22803,0
01/18/2026 02:00:00,01/18/2026 08:00:00,36987.454,0.000,32.200,35555.386,6393.113,6415.242,41980.7,322.502,22.608,-73.209,104.755,456,716,200,907,0,676,703,61418,35819,25598,0
01/18/2026 03:00:00,01/18/2026 09:00:00,35991.753,0.000,27.700,35446.557,6642.196,7634.318,42116.5,382.928,21.256,-61.180,96.800,480,707,200,956,0,676,703,63648,35745,27903,0
01/18/2026 04:00:00,01/18/2026 10:00:00,34767.718,0.000,27.600,35484.297,6709.365,8938.720,42221.3,351.459,19.897,-132.505,176.810,504,686,200,760,0,676,703,65935,35807,30128,0
01/18/2026 05:00:00,01/18/2026 11:00:00,33743.657,0.000,27.500,35753.059,7008.261,10530.191,42788.8,291.744,18.255,-253.894,294.841,530,673,258,655,0,676,703,67656,36038,31618,0
01/18/2026 06:00:00,01/18/2026 12:00:00,34198.210,0.000,128.600,36071.851,7470.888,10512.538,43671.3,153.826,18.419,-186.399,321.276,552,662,577,441,232,679,703,69494,36214,33280,0
01/18/2026 07:00:00,01/18/2026 13:00:00,34051.642,0.000,211.900,36681.818,6668.922,10290.049,43562.6,-117.035,19.346,-129.714,364.473,593,636,720,387,1326,668,703,70466,36634,33832,0
01/18/2026 08:00:00,01/18/2026 14:00:00,33750.648,0.000,108.600,37276.449,6240.261,10508.434,43625.3,-230.808,19.726,-149.064,410.056,663,594,558,329,1060,610,703,70620,37243,33377,0
01/18/2026 09:00:00,01/18/2026 15:00:00,33485.941,20.000,108.500,37126.547,5816.439,10150.459,43051.5,-719.474,17.082,-140.669,473.197,570,546,580,478,2043,674,703,70798,37057,33742,0
01/18/2026 10:00:00,01/18/2026 16:00:00,35014.825,20.000,202.300,36212.984,5966.626,8448.597,42381.9,-221.547,16.809,-136.579,433.747,690,562,918,234,2668,666,703,69230,36533,32697,0
01/18/2026 11:00:00,01/18/2026 17:00:00,34335.086,0.000,105.200,35116.399,5413.281,7171.503,40634.9,-232.538,21.176,-92.999,307.185,804,535,869,318,1970,653,703,67202,35354,31848,0
01/18/2026 12:00:00,01/18/2026 18:00:00,33001.510,0.000,197.700,34134.394,5010.888,7395.515,39343.0,-65.944,20.545,-71.940,250.284,685,497,641,640,741,664,703,64772,34508,30264,0
01/18/2026 13:00:00,01/18/2026 19:00:00,30790.025,0.000,112.230,33381.107,4466.158,8262.784,37959.5,-9.109,18.366,-64.299,219.270,572,475,333,556,889,640,703,63552,33781,29770,0
01/18/2026 14:00:00,01/18/2026 20:00:00,29259.994,0.000,110.540,32374.841,4113.663,8493.861,36599.0,50.710,15.960,-64.664,218.408,555,464,367,486,1098,625,703,62899,32775,30124,0
01/18/2026 15:00:00,01/18/2026 21:00:00,29027.716,0.000,109.500,31565.225,3885.628,7526.541,35560.4,-130.331,17.520,-39.590,171.555,547,438,498,424,620,637,703,61816,31944,29872,0
01/18/2026 16:00:00,01/18/2026 22:00:00,30417.776,0.000,111.060,31528.557,4339.707,6377.372,35979.3,-111.258,19.687,-33.925,166.388,548,407,778,200,2332,654,703,60928,31887,29041,0
01/18/2026 17:00:00,01/18/2026 23:00:00,32879.029,0.000,115.900,32111.739,5127.912,5224.400,37355.6,-198.322,30.148,-19.766,178.666,575,389,1074,200,2548,703,703,59106,32456,26650,0
01/18/2026 18:00:00,01/19/2026 00:00:00,36119.666,73.100,178.638,33498.958,6745.242,4292.603,40422.8,-436.977,48.608,-13.121,208.391,609,386,1225,207,1386,703,703,58620,33453,25167,0
01/18/2026 19:00:00,01/19/2026 01:00:00,35872.169,73.100,112.400,34555.691,5261.416,4145.210,39929.5,-810.573,39.067,-32.937,242.962,463,395,662,621,0,692,703,58714,34528,24186,0
01/18/2026 20:00:00,01/19/2026 02:00:00,34497.678,19.661,112.400,34821.811,5138.384,5863.274,40072.6,-95.720,32.227,-31.322,228.747,441,497,224,578,0,682,703,59603,34968,24635,0
01/18/2026 21:00:00,01/19/2026 03:00:00,33904.962,0.000,125.400,34668.459,5131.831,6219.346,39925.7,-58.667,28.502,-39.420,231.202,424,519,200,675,0,703,703,60816,34769,26046,0
01/18/2026 22:00:00,01/19/2026 04:00:00,32805.744,0.000,109.400,34192.600,4766.878,7028.382,39068.9,262.456,24.521,-108.528,359.006,451,533,200,636,0,676,703,61185,34652,26533,0
01/18/2026 23:00:00,01/19/2026 05:00:00,31998.522,0.000,32.200,33604.622,4980.238,7749.159,38617.1,434.399,20.009,-165.480,475.692,452,519,200,727,0,676,703,61988,34116,27873,0
01/19/2026 00:00:00,01/19/2026 06:00:00,30483.950,0.000,30.600,33487.458,4470.701,8916.628,37988.8,450.994,19.691,-154.774,459.483,451,499,338,587,327,676,703,62226,34013,28213,0
