Interval,GMTIntervalEnd,Generation,Cleared DR, Cleared Demand Bid,Cleared Fixed Demand Bid,Cleared Virtual Bid, Cleared Virtual Offer,Total Demand,NSI,SMP,Min LMP,Max LMP,RegUP,RegDN,RampUP,RampDN,UncUP,Spin,Supp,Capacity Available, Fixed Obligation, Net Capacity, Curtailed Fixed Demand Bid
01/05/2026 01:00:00,01/05/2026 07:00:00,25084.582,0.000,88.700,28063.451,5720.166,10793.267,33872.3,1274.982,8.978,-93.589,219.061,487,451,344,472,731,705,663,68454,28938,39516,0
01/05/2026 02:00:00,01/05/2026 08:00:00,24831.234,0.000,87.700,27806.997,5974.836,11088.526,33869.5,1487.143,10.591,-96.501,225.872,518,427,399,314,519,617,703,68298,28671,39627,0
01/05/2026 03:00:00,01/05/2026 09:00:00,24865.813,0.000,46.643,27715.380,6139.199,11069.868,33901.2,1692.668,10.836,-49.166,113.591,503,421,645,441,1124,616,703,68248,28630,39618,0
01/05/2026 04:00:00,01/05/2026 10:00:00,25612.567,0.000,89.200,27928.010,5968.415,10338.688,33985.6,1386.620,10.574,-29.163,113.483,444,417,594,293,1115,685,703,68399,28850,39549,0
01/05/2026 05:00:00,01/05/2026 11:00:00,26661.971,0.000,91.200,28524.279,6015.765,9934.932,34631.2,1547.644,12.695,-26.008,124.980,561,419,780,202,2417,598,703,68132,29454,38678,0
01/05/2026 06:00:00,01/05/2026 12:00:00,28495.762,9.239,107.000,29546.749,6272.065,9384.670,35925.8,1586.095,18.704,-49.379,144.600,546,425,1016,200,2570,666,703,67041,30367,36674,0
01/05/2026 07:00:00,01/05/2026 13:00:00,30745.766,55.900,185.100,31730.196,5344.548,8711.519,37259.8,1482.910,26.832,-23.290,132.479,571,434,1046,200,1677,665,703,67208,32710,34498,0
01/05/2026 08:00:00,01/05/2026 14:00:00,31053.562,55.900,116.700,33093.927,4989.785,8854.150,38200.4,945.740,26.530,-40.322,175.056,561,443,800,305,1082,654,703,66724,33655,33069,0
01/05/2026 09:00:00,01/05/2026 15:00:00,31076.023,55.900,223.000,32908.814,4671.613,8446.855,37803.4,507.036,26.379,-27.572,141.883,494,442,537,454,1437,658,703,66539,33452,33088,0
01/05/2026 10:00:00,01/05/2026 16:00:00,32802.225,55.900,221.300,32323.914,4479.129,6086.347,37024.3,754.110,31.596,-25.425,144.360,575,453,894,277,2678,631,703,66138,33090,33048,0
01/05/2026 11:00:00,01/05/2026 17:00:00,33037.198,55.900,154.200,31899.976,4128.264,4836.929,36182.4,714.142,37.616,6.770,117.862,687,428,846,357,1566,619,703,64319,32646,31673,0
01/05/2026 12:00:00,01/05/2026 18:00:00,31981.193,55.900,207.200,31564.303,3872.356,5331.558,35643.9,439.322,34.643,8.257,169.970,564,413,602,722,264,664,703,62773,32281,30492,0
01/05/2026 13:00:00,01/05/2026 19:00:00,30829.571,14.000,141.800,31020.692,3427.052,5468.255,34589.5,282.416,28.830,-9.800,169.970,423,405,251,617,620,666,703,62712,31727,30985,0
01/05/2026 14:00:00,01/05/2026 20:00:00,29686.491,0.000,140.900,30745.896,3103.242,6216.578,33990.0,578.992,26.550,-27.715,169.970,432,430,217,575,186,654,703,62822,31508,31314,0
01/05/2026 15:00:00,01/05/2026 21:00:00,28791.707,10.200,142.300,30404.220,3107.053,6776.127,33653.6,450.916,23.344,-27.072,169.263,422,442,290,602,499,666,703,62968,31157,31811,0
01/05/2026 16:00:00,01/05/2026 22:00:00,28306.604,10.200,199.100,30019.374,3563.190,7227.141,33781.7,472.911,22.705,-26.691,169.970,433,398,505,388,1142,665,694,63269,30646,32623,0
01/05/2026 17:00:00,01/05/2026 23:00:00,30238.289,55.900,179.700,30227.998,4047.507,5674.037,34455.2,367.476,29.660,-17.986,169.970,496,384,640,208,1205,654,703,63602,30705,32898,0
01/05/2026 18:00:00,01/06/2026 00:00:00,32726.022,63.000,152.800,31057.977,4811.253,5044.784,36022.0,902.318,41.644,4.631,169.970,471,391,906,513,172,658,703,63943,31861,32082,0
01/05/2026 19:00:00,01/06/2026 01:00:00,31657.390,55.900,186.600,31608.000,3815.756,6031.665,35610.4,1072.223,29.122,-24.538,169.970,451,470,356,654,0,666,703,64692,32578,32114,0
01/05/2026 20:00:00,01/06/2026 02:00:00,30695.630,0.000,188.900,31356.267,3973.642,7039.377,35518.8,1230.679,22.622,-44.904,169.970,442,476,200,567,0,666,703,65449,32427,33022,0
01/05/2026 21:00:00,01/06/2026 03:00:00,30752.242,0.000,174.900,31022.036,4258.452,6940.251,35455.4,1281.304,19.567,-51.404,140.827,445,478,200,616,0,666,703,66642,32078,34564,0
01/05/2026 22:00:00,01/06/2026 04:00:00,29923.416,0.000,164.800,30262.695,4947.366,7626.285,35374.9,1221.713,14.524,-35.633,141.097,444,477,200,666,0,751,617,67471,31225,36246,0
01/05/2026 23:00:00,01/06/2026 05:00:00,28641.007,0.000,58.700,29208.279,5861.988,8542.055,35129.0,1277.958,13.746,-56.457,127.299,416,507,200,767,0,701,695,67515,30154,37361,0
01/06/2026 00:00:00,01/06/2026 06:00:00,27011.452,0.000,82.700,28274.304,5250.682,8428.393,33607.7,980.800,8.335,-39.811,105.013,420,510,220,665,0,707,685,68087,29169,38918,0
