Interval,GMTIntervalEnd,Generation,Cleared DR, Cleared Demand Bid,Cleared Fixed Demand Bid,Cleared Virtual Bid, Cleared Virtual Offer,Total Demand,NSI,SMP,Min LMP,Max LMP,RegUP,RegDN,RampUP,RampDN,UncUP,Spin,Supp,Capacity Available, Fixed Obligation, Net Capacity, Curtailed Fixed Demand Bid
01/23/2026 01:00:00,01/23/2026 07:00:00,34213.725,41.900,42.200,33264.556,3957.194,4615.068,37264.0,671.907,27.481,-94.349,162.190,417,469,238,530,0,703,703,60324,33897,26428,0
01/23/2026 02:00:00,01/23/2026 08:00:00,33844.715,41.900,42.200,33148.705,3946.827,4901.453,37137.7,704.639,26.466,-89.177,188.000,422,476,294,450,0,703,703,61092,33807,27285,0
01/23/2026 03:00:00,01/23/2026 09:00:00,33803.750,41.900,42.000,33151.872,4196.047,5220.633,37389.9,743.856,26.415,-84.047,188.784,456,522,458,577,178,700,690,61813,33826,27988,0
01/23/2026 04:00:00,01/23/2026 10:00:00,33746.978,45.900,42.200,33591.810,3954.403,5496.237,37588.4,694.942,26.201,-132.533,204.366,481,547,415,480,468,708,677,62496,34254,28242,0
01/23/2026 05:00:00,01/23/2026 11:00:00,34952.515,45.900,117.300,34134.478,4530.321,5503.792,38782.1,644.702,28.126,-126.037,222.171,747,551,602,382,1698,447,703,63784,34787,28996,0
01/23/2026 06:00:00,01/23/2026 12:00:00,36262.485,67.900,121.800,35354.992,4637.773,5559.560,40114.6,597.816,34.807,-25.168,229.616,539,549,927,200,1335,701,703,64675,35966,28709,0
01/23/2026 07:00:00,01/23/2026 13:00:00,39780.540,71.900,213.500,37411.693,5322.588,5007.602,42947.8,741.617,48.279,-27.519,372.152,612,551,956,200,2222,676,703,65833,38140,27694,0
01/23/2026 08:00:00,01/23/2026 14:00:00,40388.216,216.000,129.900,39172.968,5084.360,5916.913,44387.2,788.231,58.361,-21.465,376.242,608,544,756,259,1188,676,703,65006,39990,25016,0
01/23/2026 09:00:00,01/23/2026 15:00:00,40541.941,216.000,150.100,39481.080,4613.434,5523.268,44244.6,576.937,58.883,-191.517,423.624,562,518,540,419,1553,676,703,64769,40206,24563,0
01/23/2026 10:00:00,01/23/2026 16:00:00,40096.983,216.000,151.100,39792.471,3584.519,5307.214,43528.1,563.752,75.286,-263.174,588.460,565,516,623,286,1143,676,703,62372,40574,21798,0
01/23/2026 11:00:00,01/23/2026 17:00:00,39790.548,216.000,106.800,39641.431,3826.930,5507.062,43575.2,556.718,75.116,-271.829,609.702,568,516,615,489,1348,676,703,61650,40268,21382,0
01/23/2026 12:00:00,01/23/2026 18:00:00,39300.598,293.700,106.900,39641.067,3795.862,5954.933,43543.8,470.392,78.502,-248.502,576.388,553,509,512,564,1276,703,703,61115,40244,20871,0
01/23/2026 13:00:00,01/23/2026 19:00:00,39004.758,293.700,111.800,39455.997,3240.755,5454.285,42808.6,496.229,76.051,-150.298,413.024,562,514,439,432,1707,703,703,60114,39991,20123,0
01/23/2026 14:00:00,01/23/2026 20:00:00,38671.884,295.000,111.600,39088.575,2796.294,4897.798,41996.5,482.459,79.255,-135.689,407.102,579,500,432,358,1272,682,703,59616,39600,20016,0
01/23/2026 15:00:00,01/23/2026 21:00:00,37647.517,295.000,110.400,38961.191,2376.140,5156.013,41447.7,324.633,81.249,-41.220,251.490,586,493,420,385,1151,654,703,58502,39456,19046,0
01/23/2026 16:00:00,01/23/2026 22:00:00,37404.312,298.800,99.333,39062.204,2499.438,5490.355,41661.0,361.913,93.125,-62.141,329.564,585,479,528,258,1389,643,703,57946,39439,18507,0
01/23/2026 17:00:00,01/23/2026 23:00:00,38212.096,298.800,40.400,39587.059,2561.171,5255.127,42188.6,324.019,114.569,15.295,345.624,605,479,754,200,0,642,703,58045,40020,18025,0
01/23/2026 18:00:00,01/24/2026 00:00:00,41060.499,313.548,237.100,40478.675,3770.409,4793.695,44486.2,751.779,142.697,15.295,789.437,630,486,937,202,1560,643,703,57950,40969,16982,0
01/23/2026 19:00:00,01/24/2026 01:00:00,41113.421,335.300,237.200,40984.309,3575.055,4900.257,44796.6,341.677,138.675,15.038,784.475,637,490,667,426,981,625,703,57882,41313,16568,0
01/23/2026 20:00:00,01/24/2026 02:00:00,40775.095,335.300,237.200,40909.489,3506.360,5084.752,44653.0,301.863,133.682,15.245,785.978,556,488,419,334,1128,668,703,57411,41257,16153,0
01/23/2026 21:00:00,01/24/2026 03:00:00,40438.238,335.400,237.100,40609.027,3193.918,4734.776,44040.0,293.516,133.972,15.342,575.389,561,488,390,408,653,667,703,57107,40896,16211,0
01/23/2026 22:00:00,01/24/2026 04:00:00,39967.701,335.500,38.700,40470.308,3117.109,4605.902,43626.1,133.406,130.071,15.535,360.871,549,495,369,421,624,679,703,56773,40609,16163,0
01/23/2026 23:00:00,01/24/2026 05:00:00,39105.445,335.500,38.100,39751.905,2405.568,4189.405,42195.6,169.730,142.274,15.687,326.159,538,493,276,537,266,672,703,55691,40075,15616,0
01/24/2026 00:00:00,01/24/2026 06:00:00,38334.449,335.034,37.900,39019.423,2458.145,4158.025,41515.5,116.174,133.847,15.941,353.867,487,482,310,537,0,703,703,54611,39234,15377,0
