Interval,GMTIntervalEnd,Generation,Cleared DR, Cleared Demand Bid,Cleared Fixed Demand Bid,Cleared Virtual Bid, Cleared Virtual Offer,Total Demand,NSI,SMP,Min LMP,Max LMP,RegUP,RegDN,RampUP,RampDN,UncUP,Spin,Supp,Capacity Available, Fixed Obligation, Net Capacity, Curtailed Fixed Demand Bid
01/21/2026 01:00:00,01/21/2026 07:00:00,28786.486,0.000,98.700,31788.678,5151.475,9504.156,37038.9,921.478,11.406,-67.917,110.975,532,521,471,500,1305,724,682,67846,32072,35775,0
01/21/2026 02:00:00,01/21/2026 08:00:00,29302.109,0.000,98.700,31361.507,5178.454,8714.664,36638.7,1005.323,12.407,-56.258,110.902,532,466,662,200,1994,724,682,67215,31764,35452,0
01/21/2026 03:00:00,01/21/2026 09:00:00,29212.973,0.000,29.700,31187.406,4979.129,8536.752,36196.2,1075.727,15.473,-58.815,98.091,563,444,955,200,1955,723,683,65932,31732,34199,0
01/21/2026 04:00:00,01/21/2026 10:00:00,31018.581,0.000,30.200,31366.591,4964.034,6857.824,36360.8,767.945,20.049,-44.247,85.950,615,430,821,200,1725,719,660,64863,31853,33010,0
01/21/2026 05:00:00,01/21/2026 11:00:00,33874.413,0.000,96.800,31964.419,5153.392,4934.061,37214.6,762.256,24.105,-12.985,81.640,593,424,834,200,2505,668,703,63767,32493,31273,0
01/21/2026 06:00:00,01/21/2026 12:00:00,35505.863,0.000,112.400,33190.457,5298.090,4602.953,38600.9,1219.114,25.797,-15.141,128.693,563,430,1039,200,1221,669,703,63029,33657,29372,0
01/21/2026 07:00:00,01/21/2026 13:00:00,38340.051,0.000,198.200,35298.000,5046.245,3623.752,40542.4,1268.766,32.266,-21.045,163.924,538,444,1068,200,2179,703,703,62792,35820,26972,0
01/21/2026 08:00:00,01/21/2026 14:00:00,38971.759,0.000,123.100,36709.851,5183.311,4362.083,42016.3,826.600,31.953,-23.957,151.879,602,449,839,200,2053,643,703,62744,37119,25625,0
01/21/2026 09:00:00,01/21/2026 15:00:00,37634.793,0.000,147.400,36355.132,4483.517,4613.306,40986.0,547.098,31.762,-171.978,416.615,569,439,709,281,1917,682,703,61426,36731,24695,0
01/21/2026 10:00:00,01/21/2026 16:00:00,37993.584,0.000,218.800,35544.453,4546.152,3401.524,40309.4,489.822,39.439,-29.862,176.137,624,447,822,200,2153,644,703,59989,35856,24132,0
01/21/2026 11:00:00,01/21/2026 17:00:00,36450.739,0.000,142.422,34768.353,4674.898,4058.850,39585.7,158.451,37.030,-140.407,383.384,600,425,773,493,337,679,703,58524,34937,23586,0
01/21/2026 12:00:00,01/21/2026 18:00:00,34821.514,0.000,209.500,33911.791,3858.266,4093.279,37979.6,54.239,31.064,-42.514,163.487,536,407,466,719,519,621,703,57439,34083,23356,0
01/21/2026 13:00:00,01/21/2026 19:00:00,33374.944,0.000,137.000,33178.636,3920.340,4833.084,37236.0,161.871,27.857,-44.320,156.945,405,404,254,609,651,692,703,56804,33419,23385,0
01/21/2026 14:00:00,01/21/2026 20:00:00,31823.149,0.000,135.740,32666.897,4074.749,6003.998,36877.4,331.902,26.762,-42.424,150.993,381,395,224,551,326,692,703,56506,32905,23601,0
01/21/2026 15:00:00,01/21/2026 21:00:00,30984.409,0.000,136.640,32070.340,3995.313,6159.054,36202.3,522.766,25.801,-43.418,155.544,446,395,259,578,351,619,703,56519,32312,24206,0
01/21/2026 16:00:00,01/21/2026 22:00:00,30965.129,0.000,126.961,31778.632,4139.311,5877.522,36044.9,306.695,25.543,-63.673,226.090,359,374,465,419,1146,703,703,56713,31908,24805,0
01/21/2026 17:00:00,01/21/2026 23:00:00,32691.576,0.000,88.820,32040.643,5193.341,5433.770,37322.8,-34.123,30.974,-54.250,250.095,515,359,734,226,1696,593,703,56880,32168,24712,0
01/21/2026 18:00:00,01/22/2026 00:00:00,34954.534,65.000,98.100,33162.004,5530.357,4583.609,38790.5,148.660,45.520,-43.480,245.569,456,365,1022,363,804,688,703,56925,33525,23400,0
01/21/2026 19:00:00,01/22/2026 01:00:00,36079.870,65.000,70.267,34263.743,4918.231,4366.756,39252.2,516.020,42.370,-50.358,244.008,475,430,506,594,0,647,703,57328,34963,22365,0
01/21/2026 20:00:00,01/22/2026 02:00:00,35384.014,0.000,117.400,34415.238,3926.065,4384.052,38458.7,720.903,32.772,-33.204,170.409,402,447,308,498,593,692,703,57711,35178,22533,0
01/21/2026 21:00:00,01/22/2026 03:00:00,34869.257,0.000,117.300,34297.522,3526.054,4395.208,37940.9,506.078,31.357,-41.456,188.290,399,410,282,556,0,692,703,58064,35022,23043,0
01/21/2026 22:00:00,01/22/2026 04:00:00,33592.367,0.000,105.100,33793.969,3274.811,4913.416,37173.9,447.593,28.395,-30.896,156.347,458,433,222,584,0,632,703,58376,34491,23885,0
01/21/2026 23:00:00,01/22/2026 05:00:00,32807.285,0.000,27.700,33002.714,2783.737,4367.394,35814.2,299.580,28.967,-183.079,475.400,390,446,226,679,168,695,703,58873,33694,25179,0
01/22/2026 00:00:00,01/22/2026 06:00:00,32034.873,0.000,27.300,32271.538,2733.658,4339.046,35032.5,308.161,26.911,-162.290,418.158,400,402,282,485,0,686,703,58950,32867,26083,0
