Interval,GMTIntervalEnd,Generation,Cleared DR, Cleared Demand Bid,Cleared Fixed Demand Bid,Cleared Virtual Bid, Cleared Virtual Offer,Total Demand,NSI,SMP,Min LMP,Max LMP,RegUP,RegDN,RampUP,RampDN,UncUP,Spin,Supp,Capacity Available, Fixed Obligation, Net Capacity, Curtailed Fixed Demand Bid
01/11/2026 01:00:00,01/11/2026 07:00:00,27224.924,0.000,29.700,30648.071,3778.236,8555.319,34456.0,434.585,16.036,-250.948,469.614,477,438,531,382,1670,703,703,66322,31695,34627,0
01/11/2026 02:00:00,01/11/2026 08:00:00,27742.565,0.000,29.700,30517.323,3464.401,7653.078,34011.4,501.655,17.118,-228.937,438.762,501,408,658,200,1925,703,703,65708,31521,34187,0
01/11/2026 03:00:00,01/11/2026 09:00:00,28622.915,0.000,27.700,30588.149,3353.533,6940.685,33969.4,611.256,22.555,-179.743,377.198,536,389,894,200,1981,676,703,64766,31553,33212,0
01/11/2026 04:00:00,01/11/2026 10:00:00,30422.213,0.000,28.800,30838.004,3383.532,5327.076,34250.3,563.647,25.420,-159.169,349.935,533,375,821,200,1441,676,703,64014,31794,32219,0
01/11/2026 05:00:00,01/11/2026 11:00:00,31955.173,0.000,28.800,31229.292,3728.375,4080.188,34986.5,212.851,27.956,-126.070,297.293,542,365,870,200,1771,676,703,62856,32076,30780,0
01/11/2026 06:00:00,01/11/2026 12:00:00,33022.977,0.000,101.400,31777.032,4034.685,3940.065,35913.1,550.889,32.064,-116.867,291.343,508,357,1042,200,2383,703,703,61702,32654,29048,0
01/11/2026 07:00:00,01/11/2026 13:00:00,33883.022,0.000,100.500,32628.479,3738.402,3548.536,36467.4,112.466,36.241,-95.786,264.065,577,355,1066,200,1871,615,703,60846,33368,27478,0
01/11/2026 08:00:00,01/11/2026 14:00:00,34141.990,0.000,103.100,33517.586,4296.602,4691.351,37917.3,-120.854,38.893,-137.403,351.185,471,355,872,200,1490,703,703,59981,33894,26087,0
01/11/2026 09:00:00,01/11/2026 15:00:00,34394.738,0.000,115.000,33676.690,4251.043,4466.618,38042.7,-56.666,38.145,-102.886,288.721,405,355,618,459,155,703,703,59633,33888,25745,0
01/11/2026 10:00:00,01/11/2026 16:00:00,34412.432,41.900,191.900,33281.501,5123.917,4229.952,38597.3,-731.555,43.718,-54.738,191.005,383,364,630,325,1467,703,703,58958,33045,25913,0
01/11/2026 11:00:00,01/11/2026 17:00:00,33239.244,10.200,113.900,32568.942,5281.962,4819.360,37964.8,-650.705,39.833,-61.503,129.115,421,364,581,507,1076,703,703,58258,32507,25751,0
01/11/2026 12:00:00,01/11/2026 18:00:00,32418.980,0.000,191.000,31937.576,4924.520,4926.284,37053.1,-505.774,35.832,-55.820,93.226,386,347,453,749,274,703,703,57541,31975,25566,0
01/11/2026 13:00:00,01/11/2026 19:00:00,31630.523,0.000,117.390,31333.471,4565.253,4895.568,36016.1,-329.488,30.945,-23.565,100.382,317,346,224,685,481,703,703,57722,31374,26348,0
01/11/2026 14:00:00,01/11/2026 20:00:00,30690.909,0.000,119.030,30674.787,4245.359,5154.649,35039.2,-194.648,25.923,-8.199,105.941,327,379,200,617,0,692,703,57940,30979,26962,0
01/11/2026 15:00:00,01/11/2026 21:00:00,30063.012,0.000,118.050,30127.361,3937.017,5110.489,34182.4,65.810,23.250,-7.119,95.754,327,384,256,644,372,692,703,58216,30438,27777,0
01/11/2026 16:00:00,01/11/2026 22:00:00,30129.276,0.000,178.460,30076.689,4272.616,5381.562,34527.8,158.753,22.977,-16.319,110.250,325,358,370,422,682,703,703,58510,30413,28098,0
01/11/2026 17:00:00,01/11/2026 23:00:00,32420.197,0.000,185.700,30495.606,6006.323,5380.240,36687.6,376.029,31.246,-24.092,135.240,360,357,525,321,566,692,703,58795,30851,27944,0
01/11/2026 18:00:00,01/12/2026 00:00:00,33719.174,0.000,179.765,31834.778,6909.481,6350.544,38924.0,514.625,53.092,-103.238,346.884,415,437,813,711,0,692,703,59654,32398,27256,0
01/11/2026 19:00:00,01/12/2026 01:00:00,33990.525,0.000,204.900,32803.550,6092.715,6884.608,39101.2,796.820,33.429,-100.192,279.992,441,573,200,982,0,667,703,61123,33775,27348,0
01/11/2026 20:00:00,01/12/2026 02:00:00,32458.080,0.000,128.100,32902.442,6045.483,8580.600,39076.0,1041.962,24.275,-112.849,267.411,439,638,200,893,0,664,703,63696,34066,29630,0
01/11/2026 21:00:00,01/12/2026 03:00:00,30327.188,0.000,120.000,32664.685,6029.523,10378.762,38814.2,1011.595,21.399,-161.461,337.513,448,655,200,916,0,676,703,65548,33800,31748,0
01/11/2026 22:00:00,01/12/2026 04:00:00,28621.647,0.000,104.800,32226.845,5688.516,11291.245,38020.2,1218.947,15.634,-200.754,382.073,469,631,200,829,0,668,703,67280,33354,33927,0
01/11/2026 23:00:00,01/12/2026 05:00:00,26859.710,0.000,30.700,31478.300,5413.654,11850.149,36922.7,1206.400,13.083,-182.209,334.351,465,571,200,819,0,749,629,68358,32578,35780,0
01/12/2026 00:00:00,01/12/2026 06:00:00,26190.814,0.000,30.700,30831.878,5343.554,11865.114,36206.1,994.079,9.578,-150.974,279.350,443,515,283,602,201,700,699,69017,31897,37120,0
