Interval,GMTIntervalEnd,Constraint Name,Constraint Type,NERCID,State,Shadow Price,Monitored Facility,Contingent Facility, Contingency Name
01/09/2026 01:00:00,01/09/2026 07:00:00,CRESTMAXBU16_11_LN@CRESTONW<28997>,MA,,BINDING,-2.5199,LN CRESTONW - MAXBURG,AECI:NODAWAY MARYVIL:161:1:5,28997
01/09/2026 01:00:00,01/09/2026 07:00:00,KNONHAPOSSHA,FG,5527,BINDING,-17.7987,LN KNOLL1 - NHAYS,MIDW:POSTROCK SHAYS:230:1:7,5132
01/09/2026 01:00:00,01/09/2026 07:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BINDING,-0.9053,PS SOONER - SOONER,BASE,BASE
01/09/2026 01:00:00,01/09/2026 07:00:00,TEMP76_32162,FG,32162,BINDING,-207.6880,XFMR DUNCAN - DUNCAN,WFEC:PAYNE_WF PAOLI2:138:1:9,19871
01/09/2026 01:00:00,01/09/2026 07:00:00,TMP117_32157,FG,32157,BINDING,-5.6324,XFMR GRNDFKS - GRNDFKS,OTP:PRAIRIE2 LKARDOCH DRAYTON:230:,17261
01/09/2026 01:00:00,01/09/2026 07:00:00,TMP118_30792,FG,30792,BINDING,-111.2972,LN WATERTN - SUMMITW,WAUE:CROCKERW GROTON:345:1:10,CON2597
01/09/2026 01:00:00,01/09/2026 07:00:00,TMP246_28141,FG,28141,BINDING,-44.9644,LN AUR1241 - RDSPG5,CSWS SPA:EUREKASP EURK_SPA BEAVER1,32502
01/09/2026 01:00:00,01/09/2026 07:00:00,TMP760_29357,FG,29357,BINDING,-57.6967,LN LEWSCLRK - YKNTJCT,WAUE:GAVINS SPIRITM:115:1:5,7213
01/09/2026 01:00:00,01/09/2026 07:00:00,TP1090_31933,FG,31933,BINDING,-70.7671,XFMR FTSMTH - FTSMTH,EES:ARK_NU XF T2:500:2:8,BB8089
01/09/2026 02:00:00,01/09/2026 08:00:00,CROFTON_BLMFLD_CROFTON_A_LN,MCE,,BINDING,-2.4724,LN CROFTON - BLMFLD,BASE,BASE
01/09/2026 02:00:00,01/09/2026 08:00:00,DRFTSND4_DRIFTSAND_LINE_A_LN,MCE,,BINDING,-5.3092,LN DRFTSND4 - SANTAFE4,BASE,BASE
01/09/2026 02:00:00,01/09/2026 08:00:00,KNONHAPOSSHA,FG,5527,BINDING,-15.5938,LN KNOLL1 - NHAYS,MIDW:POSTROCK SHAYS:230:1:7,5132
01/09/2026 02:00:00,01/09/2026 08:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BINDING,-0.4406,PS SOONER - SOONER,BASE,BASE
01/09/2026 02:00:00,01/09/2026 08:00:00,TEMP76_32162,FG,32162,BINDING,-176.9572,XFMR DUNCAN - DUNCAN,WFEC:PAYNE_WF PAOLI2:138:1:9,19871
01/09/2026 02:00:00,01/09/2026 08:00:00,TMP118_30792,FG,30792,BINDING,-91.3837,LN WATERTN - SUMMITW,WAUE:CROCKERW GROTON:345:1:10,CON2597
01/09/2026 02:00:00,01/09/2026 08:00:00,TMP246_28141,FG,28141,BINDING,-38.3062,LN AUR1241 - RDSPG5,CSWS SPA:EUREKASP EURK_SPA BEAVER1,32502
01/09/2026 02:00:00,01/09/2026 08:00:00,TMP760_29357,FG,29357,BINDING,-44.9693,LN LEWSCLRK - YKNTJCT,WAUE:GAVINS SPIRITM:115:1:5,7213
