Interval,GMTIntervalEnd,Constraint Name,Constraint Type,NERCID,State,Shadow Price,Monitored Facility,Contingent Facility, Contingency Name
01/26/2026 01:00:00,01/26/2026 07:00:00,Ozrk_B-xfmr_A,MA,,BINDING,-28.4002,XFMR OZRK_B - OZRK_B,BASE,BASE
01/26/2026 01:00:00,01/26/2026 07:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BREACHED,0.0000,PS SOONER - SOONER,BASE,BASE
01/26/2026 01:00:00,01/26/2026 07:00:00,TMP419_25392,FG,25392,BINDING,-4.1130,LN FULTON_C - PAT_WX,CSWS:HOPESWTC FULTON_C:115:1:3,34395
01/26/2026 02:00:00,01/26/2026 08:00:00,Ozrk_B-xfmr_A,MA,,BINDING,-31.4752,XFMR OZRK_B - OZRK_B,BASE,BASE
01/26/2026 02:00:00,01/26/2026 08:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BREACHED,0.0000,PS SOONER - SOONER,BASE,BASE
01/26/2026 03:00:00,01/26/2026 09:00:00,Ozrk_B-xfmr_A,MA,,BINDING,-8.6598,XFMR OZRK_B - OZRK_B,BASE,BASE
01/26/2026 03:00:00,01/26/2026 09:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BREACHED,0.0000,PS SOONER - SOONER,BASE,BASE
01/26/2026 03:00:00,01/26/2026 09:00:00,TMP419_25392,FG,25392,BINDING,-19.6380,LN FULTON_C - PAT_WX,CSWS:HOPESWTC FULTON_C:115:1:3,34395
01/26/2026 04:00:00,01/26/2026 10:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BREACHED,0.0000,PS SOONER - SOONER,BASE,BASE
01/26/2026 04:00:00,01/26/2026 10:00:00,TMP419_25392,FG,25392,BINDING,-33.0039,LN FULTON_C - PAT_WX,CSWS:HOPESWTC FULTON_C:115:1:3,34395
01/26/2026 05:00:00,01/26/2026 11:00:00,Ozrk_B-xfmr_A,MA,,BINDING,-47.2092,XFMR OZRK_B - OZRK_B,BASE,BASE
01/26/2026 05:00:00,01/26/2026 11:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BREACHED,0.0000,PS SOONER - SOONER,BASE,BASE
01/26/2026 05:00:00,01/26/2026 11:00:00,TMP419_25392,FG,25392,BINDING,-17.1959,LN FULTON_C - PAT_WX,CSWS:HOPESWTC FULTON_C:115:1:3,34395
01/26/2026 06:00:00,01/26/2026 12:00:00,FRAMIDCANCED,FG,5614,BINDING,-161.7592,LN MDWST - FRNKLN1,LNCANDN-CDRLNA138OKGE,CON470
