Interval,GMTIntervalEnd,Constraint Name,Constraint Type,NERCID,State,Shadow Price,Monitored Facility,Contingent Facility, Contingency Name
01/03/2026 01:00:00,01/03/2026 07:00:00,120821_LN@SUB1280<10512>,MA,,BINDING,47.9337,LN SUB1280 - COOPER,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 01:00:00,01/03/2026 07:00:00,40611_LN@CIRV<10612>,MA,,BINDING,-3.7242,LN CIRV - HTIJ,WR:GOFF CIRV:115:1:5,10612
01/03/2026 01:00:00,01/03/2026 07:00:00,KNOB_MARSHAL3A_LN@KNOB<10512>,MA,,BINDING,56.5241,LN KNOB - MARSHAL3,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 01:00:00,01/03/2026 07:00:00,NEBS56S40S55,FG,5508,BINDING,-64.2687,LN NEBRCTY - SUB3456,OPPD:SUB3740 SUB3455:345:1:9,32747
01/03/2026 01:00:00,01/03/2026 07:00:00,Ozrk_B-xfmr_A,MA,,BINDING,-3.2204,XFMR OZRK_B - OZRK_B,BASE,BASE
01/03/2026 01:00:00,01/03/2026 07:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BINDING,1.0546,PS SOONER - SOONER,BASE,BASE
01/03/2026 01:00:00,01/03/2026 07:00:00,TMP160_32568,FG,32568,BINDING,-167.8666,LN GRISLD1 - W_COLMBS,NPPD LES:COLMBS_E NW68HOL:345:1:11,13848
01/03/2026 01:00:00,01/03/2026 07:00:00,TMP348_25258,FG,25258,BINDING,-164.9410,LN SNAKECK - ALIANCE,WAUE:WAYSID_W STEGALL:230:2:8,4543
01/03/2026 01:00:00,01/03/2026 07:00:00,TMP730_32497,FG,32497,BINDING,-3.4705,LN LEWSCLRK - YKNTJCT,MEC WAUE:RAUN SIOUXCY2:345:1:8,23698
01/03/2026 01:00:00,01/03/2026 07:00:00,TMP796_28794,FG,28794,BINDING,-50.2611,XFMR SUB975 - SUB975,OPPD:SUB1280 SUB1263:161:1:10,4870
01/03/2026 01:00:00,01/03/2026 07:00:00,TMP838_30201,FG,30201,BINDING,-13.1526,LN IATAN - EASTTOWN,KCPL:NASHUA IATAN:345:1:11,11456
01/03/2026 02:00:00,01/03/2026 08:00:00,120821_LN@SUB1280<10512>,MA,,BINDING,41.4841,LN SUB1280 - COOPER,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 02:00:00,01/03/2026 08:00:00,12218A_LN@WINSLOW<12591>,MA,,BINDING,2.5186,LN WINSLOW - OAKLAND,NPPD:COLHYDRO SCHUYLER:115:1:5,12591
01/03/2026 02:00:00,01/03/2026 08:00:00,40611_LN@CIRV<10612>,MA,,BINDING,-2.5220,LN CIRV - HTIJ,WR:GOFF CIRV:115:1:5,10612
01/03/2026 02:00:00,01/03/2026 08:00:00,DEVAUNSALE11_11_LN@DEVAUL<BASE>,MA,,BINDING,1.6240,LN DEVAUL - NSALEM,BASE,BASE
01/03/2026 02:00:00,01/03/2026 08:00:00,EASXFREASSTJ,FG,5496,BINDING,-33.9180,XFMR EASTTOWN - EASTTOWN,MPS:ST_JOE EASTTOWN:345:1:11,4707
01/03/2026 02:00:00,01/03/2026 08:00:00,JECHOYJECMOR,FG,5612,BINDING,-0.7204,LN JEFF - HOYT,WR:JEFF MORR:345:1:8,2326
01/03/2026 02:00:00,01/03/2026 08:00:00,KNOB_MARSHAL3A_LN@KNOB<10512>,MA,,BINDING,58.8321,LN KNOB - MARSHAL3,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 02:00:00,01/03/2026 08:00:00,NEBS56S40S55,FG,5508,BINDING,-58.9461,LN NEBRCTY - SUB3456,OPPD:SUB3740 SUB3455:345:1:9,32747
01/03/2026 02:00:00,01/03/2026 08:00:00,Ozrk_B-xfmr_A,MA,,BINDING,-0.6317,XFMR OZRK_B - OZRK_B,BASE,BASE
01/03/2026 02:00:00,01/03/2026 08:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BINDING,0.9546,PS SOONER - SOONER,BASE,BASE
01/03/2026 02:00:00,01/03/2026 08:00:00,TMP160_32568,FG,32568,BINDING,-162.4284,LN GRISLD1 - W_COLMBS,NPPD LES:COLMBS_E NW68HOL:345:1:11,13848
01/03/2026 02:00:00,01/03/2026 08:00:00,TMP348_25258,FG,25258,BINDING,-140.3934,LN SNAKECK - ALIANCE,WAUE:WAYSID_W STEGALL:230:2:8,4543
01/03/2026 02:00:00,01/03/2026 08:00:00,TMP796_28794,FG,28794,BINDING,-57.1843,XFMR SUB975 - SUB975,OPPD:SUB1280 SUB1263:161:1:10,4870
01/03/2026 02:00:00,01/03/2026 08:00:00,TMP838_30201,FG,30201,BINDING,-1.2514,LN IATAN - EASTTOWN,KCPL:NASHUA IATAN:345:1:11,11456
01/03/2026 03:00:00,01/03/2026 09:00:00,120821_LN@SUB1280<10512>,MA,,BINDING,53.4974,LN SUB1280 - COOPER,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 03:00:00,01/03/2026 09:00:00,12218A_LN@WINSLOW<12591>,MA,,BINDING,0.9015,LN WINSLOW - OAKLAND,NPPD:COLHYDRO SCHUYLER:115:1:5,12591
01/03/2026 03:00:00,01/03/2026 09:00:00,40611_LN@CIRV<10612>,MA,,BINDING,-6.9810,LN CIRV - HTIJ,WR:GOFF CIRV:115:1:5,10612
01/03/2026 03:00:00,01/03/2026 09:00:00,DEVAUNSALE11_11_LN@DEVAUL<BASE>,MA,,BINDING,0.3155,LN DEVAUL - NSALEM,BASE,BASE
01/03/2026 03:00:00,01/03/2026 09:00:00,JEFHOYAUBJEF,FG,5642,BINDING,-0.6470,LN JEFF - HOYT,WR:AUBU JEFF:230:1:8,9107
01/03/2026 03:00:00,01/03/2026 09:00:00,KNOB_MARSHAL3A_LN@KNOB<10512>,MA,,BINDING,60.5395,LN KNOB - MARSHAL3,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 03:00:00,01/03/2026 09:00:00,NEBS56S40S55,FG,5508,BINDING,-55.5597,LN NEBRCTY - SUB3456,OPPD:SUB3740 SUB3455:345:1:9,32747
01/03/2026 03:00:00,01/03/2026 09:00:00,Ozrk_B-xfmr_A,MA,,BINDING,-3.6515,XFMR OZRK_B - OZRK_B,BASE,BASE
01/03/2026 03:00:00,01/03/2026 09:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BINDING,1.0427,PS SOONER - SOONER,BASE,BASE
01/03/2026 03:00:00,01/03/2026 09:00:00,TMP160_32568,FG,32568,BINDING,-174.0225,LN GRISLD1 - W_COLMBS,NPPD LES:COLMBS_E NW68HOL:345:1:11,13848
01/03/2026 03:00:00,01/03/2026 09:00:00,TMP348_25258,FG,25258,BINDING,-122.0340,LN SNAKECK - ALIANCE,WAUE:WAYSID_W STEGALL:230:2:8,4543
01/03/2026 03:00:00,01/03/2026 09:00:00,TMP796_28794,FG,28794,BINDING,-48.6239,XFMR SUB975 - SUB975,OPPD:SUB1280 SUB1263:161:1:10,4870
01/03/2026 03:00:00,01/03/2026 09:00:00,TMP838_30201,FG,30201,BINDING,-10.2767,LN IATAN - EASTTOWN,KCPL:NASHUA IATAN:345:1:11,11456
01/03/2026 04:00:00,01/03/2026 10:00:00,120821_LN@SUB1280<10512>,MA,,BINDING,41.3986,LN SUB1280 - COOPER,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 04:00:00,01/03/2026 10:00:00,12218A_LN@WINSLOW<12591>,MA,,BINDING,0.4753,LN WINSLOW - OAKLAND,NPPD:COLHYDRO SCHUYLER:115:1:5,12591
01/03/2026 04:00:00,01/03/2026 10:00:00,40611_LN@CIRV<10612>,MA,,BINDING,-3.3630,LN CIRV - HTIJ,WR:GOFF CIRV:115:1:5,10612
01/03/2026 04:00:00,01/03/2026 10:00:00,EASXFREASSTJ,FG,5496,BINDING,-19.2196,XFMR EASTTOWN - EASTTOWN,MPS:ST_JOE EASTTOWN:345:1:11,4707
01/03/2026 04:00:00,01/03/2026 10:00:00,JEFHOYAUBJEF,FG,5642,BINDING,-0.3611,LN JEFF - HOYT,WR:AUBU JEFF:230:1:8,9107
01/03/2026 04:00:00,01/03/2026 10:00:00,KNOB_MARSHAL3A_LN@KNOB<10512>,MA,,BINDING,55.0355,LN KNOB - MARSHAL3,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 04:00:00,01/03/2026 10:00:00,NEBS56S40S55,FG,5508,BINDING,-51.9327,LN NEBRCTY - SUB3456,OPPD:SUB3740 SUB3455:345:1:9,32747
01/03/2026 04:00:00,01/03/2026 10:00:00,Ozrk_B-xfmr_A,MA,,BINDING,-4.4778,XFMR OZRK_B - OZRK_B,BASE,BASE
01/03/2026 04:00:00,01/03/2026 10:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BINDING,1.0611,PS SOONER - SOONER,BASE,BASE
01/03/2026 04:00:00,01/03/2026 10:00:00,TMP160_32568,FG,32568,BINDING,-182.8602,LN GRISLD1 - W_COLMBS,NPPD LES:COLMBS_E NW68HOL:345:1:11,13848
01/03/2026 04:00:00,01/03/2026 10:00:00,TMP348_25258,FG,25258,BINDING,-92.2506,LN SNAKECK - ALIANCE,WAUE:WAYSID_W STEGALL:230:2:8,4543
01/03/2026 04:00:00,01/03/2026 10:00:00,TMP796_28794,FG,28794,BINDING,-59.9832,XFMR SUB975 - SUB975,OPPD:SUB1280 SUB1263:161:1:10,4870
01/03/2026 04:00:00,01/03/2026 10:00:00,TMP838_30201,FG,30201,BINDING,-2.9995,LN IATAN - EASTTOWN,KCPL:NASHUA IATAN:345:1:11,11456
01/03/2026 05:00:00,01/03/2026 11:00:00,120821_LN@SUB1280<10512>,MA,,BINDING,48.8975,LN SUB1280 - COOPER,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 05:00:00,01/03/2026 11:00:00,12218A_LN@WINSLOW<12591>,MA,,BINDING,2.9008,LN WINSLOW - OAKLAND,NPPD:COLHYDRO SCHUYLER:115:1:5,12591
01/03/2026 05:00:00,01/03/2026 11:00:00,40611_LN@CIRV<10612>,MA,,BINDING,-4.8922,LN CIRV - HTIJ,WR:GOFF CIRV:115:1:5,10612
01/03/2026 05:00:00,01/03/2026 11:00:00,DEVAUNSALE11_11_LN@DEVAUL<BASE>,MA,,BINDING,1.9396,LN DEVAUL - NSALEM,BASE,BASE
01/03/2026 05:00:00,01/03/2026 11:00:00,EASXFREASSTJ,FG,5496,BINDING,-38.0465,XFMR EASTTOWN - EASTTOWN,MPS:ST_JOE EASTTOWN:345:1:11,4707
01/03/2026 05:00:00,01/03/2026 11:00:00,JEFHOYAUBJEF,FG,5642,BINDING,-1.3334,LN JEFF - HOYT,WR:AUBU JEFF:230:1:8,9107
01/03/2026 05:00:00,01/03/2026 11:00:00,KNOB_MARSHAL3A_LN@KNOB<10512>,MA,,BINDING,57.1867,LN KNOB - MARSHAL3,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 05:00:00,01/03/2026 11:00:00,NEBS56S40S55,FG,5508,BINDING,-58.7526,LN NEBRCTY - SUB3456,OPPD:SUB3740 SUB3455:345:1:9,32747
01/03/2026 05:00:00,01/03/2026 11:00:00,Ozrk_B-xfmr_A,MA,,BINDING,-9.2178,XFMR OZRK_B - OZRK_B,BASE,BASE
01/03/2026 05:00:00,01/03/2026 11:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BINDING,0.9331,PS SOONER - SOONER,BASE,BASE
01/03/2026 05:00:00,01/03/2026 11:00:00,TMP160_32568,FG,32568,BINDING,-164.6106,LN GRISLD1 - W_COLMBS,NPPD LES:COLMBS_E NW68HOL:345:1:11,13848
01/03/2026 05:00:00,01/03/2026 11:00:00,TMP348_25258,FG,25258,BINDING,-123.9935,LN SNAKECK - ALIANCE,WAUE:WAYSID_W STEGALL:230:2:8,4543
01/03/2026 05:00:00,01/03/2026 11:00:00,TMP796_28794,FG,28794,BINDING,-52.2237,XFMR SUB975 - SUB975,OPPD:SUB1280 SUB1263:161:1:10,4870
01/03/2026 06:00:00,01/03/2026 12:00:00,120821_LN@SUB1280<10512>,MA,,BINDING,49.3448,LN SUB1280 - COOPER,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 06:00:00,01/03/2026 12:00:00,40611_LN@CIRV<10612>,MA,,BINDING,-9.1581,LN CIRV - HTIJ,WR:GOFF CIRV:115:1:5,10612
01/03/2026 06:00:00,01/03/2026 12:00:00,EASXFREASSTJ,FG,5496,BINDING,-20.6439,XFMR EASTTOWN - EASTTOWN,MPS:ST_JOE EASTTOWN:345:1:11,4707
01/03/2026 06:00:00,01/03/2026 12:00:00,JEFHOYAUBJEF,FG,5642,BINDING,-2.8909,LN JEFF - HOYT,WR:AUBU JEFF:230:1:8,9107
01/03/2026 06:00:00,01/03/2026 12:00:00,KNOB_MARSHAL3A_LN@KNOB<10512>,MA,,BINDING,43.3017,LN KNOB - MARSHAL3,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 06:00:00,01/03/2026 12:00:00,NEBS56S40S55,FG,5508,BINDING,-68.2504,LN NEBRCTY - SUB3456,OPPD:SUB3740 SUB3455:345:1:9,32747
01/03/2026 06:00:00,01/03/2026 12:00:00,Ozrk_B-xfmr_A,MA,,BINDING,-7.2969,XFMR OZRK_B - OZRK_B,BASE,BASE
01/03/2026 06:00:00,01/03/2026 12:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BINDING,1.0639,PS SOONER - SOONER,BASE,BASE
01/03/2026 06:00:00,01/03/2026 12:00:00,TMP160_32568,FG,32568,BINDING,-172.2845,LN GRISLD1 - W_COLMBS,NPPD LES:COLMBS_E NW68HOL:345:1:11,13848
01/03/2026 06:00:00,01/03/2026 12:00:00,TMP348_25258,FG,25258,BINDING,-159.9034,LN SNAKECK - ALIANCE,WAUE:WAYSID_W STEGALL:230:2:8,4543
01/03/2026 06:00:00,01/03/2026 12:00:00,TMP796_28794,FG,28794,BINDING,-48.7462,XFMR SUB975 - SUB975,OPPD:SUB1280 SUB1263:161:1:10,4870
01/03/2026 06:00:00,01/03/2026 12:00:00,TMP838_30201,FG,30201,BINDING,-9.8443,LN IATAN - EASTTOWN,KCPL:NASHUA IATAN:345:1:11,11456
01/03/2026 07:00:00,01/03/2026 13:00:00,120821_LN@SUB1280<10512>,MA,,BINDING,41.6962,LN SUB1280 - COOPER,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 07:00:00,01/03/2026 13:00:00,40611_LN@CIRV<10612>,MA,,BINDING,-5.3219,LN CIRV - HTIJ,WR:GOFF CIRV:115:1:5,10612
01/03/2026 07:00:00,01/03/2026 13:00:00,EASXFREASSTJ,FG,5496,BINDING,-23.7817,XFMR EASTTOWN - EASTTOWN,MPS:ST_JOE EASTTOWN:345:1:11,4707
01/03/2026 07:00:00,01/03/2026 13:00:00,JEFHOYAUBJEF,FG,5642,BINDING,-2.7896,LN JEFF - HOYT,WR:AUBU JEFF:230:1:8,9107
01/03/2026 07:00:00,01/03/2026 13:00:00,KNOB_MARSHAL3A_LN@KNOB<10512>,MA,,BINDING,54.9283,LN KNOB - MARSHAL3,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 07:00:00,01/03/2026 13:00:00,NEBS56S40S55,FG,5508,BINDING,-72.5671,LN NEBRCTY - SUB3456,OPPD:SUB3740 SUB3455:345:1:9,32747
01/03/2026 07:00:00,01/03/2026 13:00:00,Ozrk_B-xfmr_A,MA,,BINDING,-9.2319,XFMR OZRK_B - OZRK_B,BASE,BASE
01/03/2026 07:00:00,01/03/2026 13:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BINDING,1.0319,PS SOONER - SOONER,BASE,BASE
01/03/2026 07:00:00,01/03/2026 13:00:00,TMP160_32568,FG,32568,BINDING,-171.1227,LN GRISLD1 - W_COLMBS,NPPD LES:COLMBS_E NW68HOL:345:1:11,13848
01/03/2026 07:00:00,01/03/2026 13:00:00,TMP348_25258,FG,25258,BINDING,-163.1646,LN SNAKECK - ALIANCE,WAUE:WAYSID_W STEGALL:230:2:8,4543
01/03/2026 07:00:00,01/03/2026 13:00:00,TMP796_28794,FG,28794,BINDING,-53.8327,XFMR SUB975 - SUB975,OPPD:SUB1280 SUB1263:161:1:10,4870
01/03/2026 07:00:00,01/03/2026 13:00:00,TMP838_30201,FG,30201,BINDING,-9.2260,LN IATAN - EASTTOWN,KCPL:NASHUA IATAN:345:1:11,11456
01/03/2026 08:00:00,01/03/2026 14:00:00,120821_LN@SUB1280<10512>,MA,,BINDING,45.1404,LN SUB1280 - COOPER,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 08:00:00,01/03/2026 14:00:00,40611_LN@CIRV<10612>,MA,,BINDING,-11.6423,LN CIRV - HTIJ,WR:GOFF CIRV:115:1:5,10612
01/03/2026 08:00:00,01/03/2026 14:00:00,JEFHOYAUBJEF,FG,5642,BINDING,-5.9073,LN JEFF - HOYT,WR:AUBU JEFF:230:1:8,9107
01/03/2026 08:00:00,01/03/2026 14:00:00,KNOB_MARSHAL3A_LN@KNOB<10512>,MA,,BINDING,29.9553,LN KNOB - MARSHAL3,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 08:00:00,01/03/2026 14:00:00,NEBS56S40S55,FG,5508,BINDING,-84.5991,LN NEBRCTY - SUB3456,OPPD:SUB3740 SUB3455:345:1:9,32747
01/03/2026 08:00:00,01/03/2026 14:00:00,Ozrk_B-xfmr_A,MA,,BINDING,-8.1274,XFMR OZRK_B - OZRK_B,BASE,BASE
01/03/2026 08:00:00,01/03/2026 14:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BINDING,1.0754,PS SOONER - SOONER,BASE,BASE
01/03/2026 08:00:00,01/03/2026 14:00:00,STEGALLXFMR,FG,5569,BINDING,-4.5097,XFMR STEGALL - STEGALL,BASE,BASE
01/03/2026 08:00:00,01/03/2026 14:00:00,TMP160_32568,FG,32568,BINDING,-155.6794,LN GRISLD1 - W_COLMBS,NPPD LES:COLMBS_E NW68HOL:345:1:11,13848
01/03/2026 08:00:00,01/03/2026 14:00:00,TMP348_25258,FG,25258,BINDING,-215.5533,LN SNAKECK - ALIANCE,WAUE:WAYSID_W STEGALL:230:2:8,4543
01/03/2026 08:00:00,01/03/2026 14:00:00,TMP796_28794,FG,28794,BINDING,-46.4132,XFMR SUB975 - SUB975,OPPD:SUB1280 SUB1263:161:1:10,4870
01/03/2026 08:00:00,01/03/2026 14:00:00,TMP838_30201,FG,30201,BINDING,-23.0084,LN IATAN - EASTTOWN,KCPL:NASHUA IATAN:345:1:11,11456
01/03/2026 09:00:00,01/03/2026 15:00:00,120821_LN@SUB1280<10512>,MA,,BINDING,40.0440,LN SUB1280 - COOPER,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 09:00:00,01/03/2026 15:00:00,40611_LN@CIRV<10612>,MA,,BINDING,-8.1783,LN CIRV - HTIJ,WR:GOFF CIRV:115:1:5,10612
01/03/2026 09:00:00,01/03/2026 15:00:00,EASXFREASSTJ,FG,5496,BINDING,-48.6177,XFMR EASTTOWN - EASTTOWN,MPS:ST_JOE EASTTOWN:345:1:11,4707
01/03/2026 09:00:00,01/03/2026 15:00:00,JEFHOYAUBJEF,FG,5642,BINDING,-3.2192,LN JEFF - HOYT,WR:AUBU JEFF:230:1:8,9107
01/03/2026 09:00:00,01/03/2026 15:00:00,KNOB_MARSHAL3A_LN@KNOB<10512>,MA,,BINDING,31.8333,LN KNOB - MARSHAL3,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 09:00:00,01/03/2026 15:00:00,NEBS56S40S55,FG,5508,BINDING,-94.4211,LN NEBRCTY - SUB3456,OPPD:SUB3740 SUB3455:345:1:9,32747
01/03/2026 09:00:00,01/03/2026 15:00:00,Ozrk_B-xfmr_A,MA,,BINDING,-6.2338,XFMR OZRK_B - OZRK_B,BASE,BASE
01/03/2026 09:00:00,01/03/2026 15:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BINDING,0.8982,PS SOONER - SOONER,BASE,BASE
01/03/2026 09:00:00,01/03/2026 15:00:00,STEGALLXFMR,FG,5569,BINDING,-27.6753,XFMR STEGALL - STEGALL,BASE,BASE
01/03/2026 09:00:00,01/03/2026 15:00:00,TMP160_32568,FG,32568,BINDING,-136.7003,LN GRISLD1 - W_COLMBS,NPPD LES:COLMBS_E NW68HOL:345:1:11,13848
01/03/2026 09:00:00,01/03/2026 15:00:00,TMP348_25258,FG,25258,BINDING,-203.0532,LN SNAKECK - ALIANCE,WAUE:WAYSID_W STEGALL:230:2:8,4543
01/03/2026 09:00:00,01/03/2026 15:00:00,TMP796_28794,FG,28794,BINDING,-44.4039,XFMR SUB975 - SUB975,OPPD:SUB1280 SUB1263:161:1:10,4870
01/03/2026 09:00:00,01/03/2026 15:00:00,TMP838_30201,FG,30201,BINDING,-13.0864,LN IATAN - EASTTOWN,KCPL:NASHUA IATAN:345:1:11,11456
01/03/2026 10:00:00,01/03/2026 16:00:00,120821_LN@SUB1280<10512>,MA,,BINDING,37.5120,LN SUB1280 - COOPER,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 10:00:00,01/03/2026 16:00:00,40611_LN@CIRV<10612>,MA,,BINDING,-7.6922,LN CIRV - HTIJ,WR:GOFF CIRV:115:1:5,10612
01/03/2026 10:00:00,01/03/2026 16:00:00,KNOB_MARSHAL3A_LN@KNOB<10512>,MA,,BINDING,29.6094,LN KNOB - MARSHAL3,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
01/03/2026 10:00:00,01/03/2026 16:00:00,NEBS56S40S55,FG,5508,BINDING,-33.2134,LN NEBRCTY - SUB3456,OPPD:SUB3740 SUB3455:345:1:9,32747
01/03/2026 10:00:00,01/03/2026 16:00:00,Ozrk_B-xfmr_A,MA,,BINDING,-3.0719,XFMR OZRK_B - OZRK_B,BASE,BASE
01/03/2026 10:00:00,01/03/2026 16:00:00,SOONER_SONR_SONR_PHSHFT_PS,MCE,,BINDING,0.6048,PS SOONER - SOONER,BASE,BASE
01/03/2026 10:00:00,01/03/2026 16:00:00,STEGALLXFMR,FG,5569,BINDING,-36.7705,XFMR STEGALL - STEGALL,BASE,BASE
01/03/2026 10:00:00,01/03/2026 16:00:00,TMP160_32568,FG,32568,BINDING,-87.3963,LN GRISLD1 - W_COLMBS,NPPD LES:COLMBS_E NW68HOL:345:1:11,13848
01/03/2026 10:00:00,01/03/2026 16:00:00,TMP348_25258,FG,25258,BINDING,-192.8922,LN SNAKECK - ALIANCE,WAUE:WAYSID_W STEGALL:230:2:8,4543
01/03/2026 10:00:00,01/03/2026 16:00:00,TMP796_28794,FG,28794,BINDING,-88.8338,XFMR SUB975 - SUB975,OPPD:SUB1280 SUB1263:161:1:10,4870
01/03/2026 10:00:00,01/03/2026 16:00:00,TMP838_30201,FG,30201,BINDING,-44.9099,LN IATAN - EASTTOWN,KCPL:NASHUA IATAN:345:1:11,11456
01/03/2026 11:00:00,01/03/2026 17:00:00,120821_LN@SUB1280<10512>,MA,,BINDING,28.8369,LN SUB1280 - COOPER,WR OPPD:KELL SUB1399 TECH:161:2:11,10512
